Algorithm,Adj_P,Adj_R,F1_Adj,Arrow_P,Arrow_R,F1_Arrow,SHD,Time(s),Edges
"SVAR-GFCI(α=0.05, p=2)",0.6111111111111112,0.5789473684210527,0.5945945945945946,0.3333333333333333,0.3157894736842105,0.3243243243243243,-99.0,134.40715217590332,18
