date,cons_logdiff,output_logdiff,mortgage_rate,credit_logdiff,houseprices_logdiff,policyrate
12/1/19,0.001615054,-0.002326684,3.72,1.69E-05,-0.002285767,1.55
1/1/20,0.004577438,-0.006575139,3.624,-6.41E-04,-0.001175552,1.55
2/1/20,-0.003470943,0.003356601,3.465,0.0046567,0.003374538,1.58
3/1/20,-0.068004625,-0.039905426,3.45,0.037116559,0.013764898,0.65
4/1/20,-0.115941463,-0.141422479,3.306,0.032759661,0.017411218,0.05
5/1/20,0.079940455,0.016402915,3.2325,0.006673895,0.00662793,0.05
6/1/20,0.053048684,0.063472492,3.1625,-0.005139951,0.001215737,0.08
7/1/20,0.015218759,0.036787112,3.016,-0.001623228,0.002869972,0.09
8/1/20,0.007971561,0.00973196,2.935,-0.002294342,0.00740346,0.1
9/1/20,0.012363038,1.25E-04,2.89,6.77E-06,0.009582883,0.09
10/1/20,0.003040931,0.008017425,2.834,-7.33E-04,0.011944153,0.09
11/1/20,-0.002631768,0.003531097,2.765,8.06E-04,0.008562763,0.09
12/1/20,0.004025602,0.013112855,2.684,-0.003096726,0.004445716,0.09
1/1/21,0.012616919,0.005264526,2.735,0.00157888,0.006539221,0.09
2/1/21,-0.00923996,-0.033600577,2.81,0.004779642,0.008141217,0.08
3/1/21,0.042151108,0.028565786,3.0825,0.002760488,0.01585913,0.07
4/1/21,0.007872672,0.001757858,3.06,-0.00179027,0.016020211,0.07
5/1/21,-0.001663153,0.008834758,2.9625,0.002142039,0.015619242,0.06
6/1/21,0.008163311,0.00366809,2.975,-0.005841279,0.01359327,0.08
7/1/21,-0.001580859,0.004530861,2.868,-1.09E-04,0.0118242,0.1
8/1/21,0.006779143,-0.002078928,2.8425,0.003131967,0.009353274,0.09
9/1/21,0.001357424,-0.011923625,2.9,0.003126688,0.005451968,0.08
10/1/21,0.006319206,0.013345991,3.0675,0.001870486,-0.001299744,0.08
11/1/21,0.0020155,0.006757498,3.0675,0.001486218,3.46E-04,0.08
12/1/21,-0.00376144,-0.0029071,3.098,0.004333406,0.002197536,0.08
1/1/22,5.73E-04,-0.003855389,3.445,0.004043882,0.005888412,0.08
2/1/22,6.70E-04,0.00617738,3.7625,-0.001217726,0.011350197,0.08
3/1/22,0.005213451,0.005779525,4.172,-0.00190713,0.016499708,0.2
4/1/22,0.005168965,4.86E-04,4.9825,0.002296472,0.018324173,0.33
5/1/22,-0.00138801,-0.001050433,5.23,-0.002447463,0.006298064,0.77
6/1/22,6.20E-04,-0.003118339,5.522,-0.005988948,-0.007022735,1.21
7/1/22,8.90E-04,0.002027285,5.4125,0.006573362,-0.003334504,1.68
8/1/22,0.005410732,-0.001252476,5.2225,0.00339172,-0.011964078,2.33
9/1/22,6.94E-04,0.001931932,6.112,-0.003026771,-0.014735798,2.56
10/1/22,0.001801615,-3.84E-04,6.9,-0.004362987,-0.011189752,3.08
11/1/22,-0.00267761,-0.002944493,6.805,5.70E-05,-0.008537755,3.78
12/1/22,-8.77E-04,-0.011845401,6.364,0.005794342,-0.008818767,4.1
1/1/23,0.012848512,0.007376024,6.2725,-0.003224067,-0.010628022,4.33
2/1/23,-6.26E-04,0.001358214,6.2575,-0.001545495,-6.70E-04,4.57
3/1/23,1.37E-04,0.003757775,6.544,-0.00704481,0.012722323,4.65
4/1/23,0.003083303,0.002298869,6.3425,-0.011415539,0.009715859,4.83
5/1/23,-4.28E-04,-0.003208999,6.425,-0.002801145,0.011226859,5.06
6/1/23,0.003143367,-0.008047865,6.714,-0.005692516,0.007062931,5.08
7/1/23,0.004764507,0.007830856,6.84,-0.001871992,0.004517489,5.12
8/1/23,6.45E-04,-6.68E-04,7.072,-0.004808615,-6.05E-04,5.33
9/1/23,0.001280014,0.001801245,7.2,-0.003578766,-0.00128985,5.33
10/1/23,0.002690311,-0.005481179,7.62,-9.91E-04,2.15E-04,5.33
11/1/23,0.003559023,0.003923856,7.442,-0.001301882,-0.003854433,5.33
12/1/23,0.004066378,-0.002589011,6.815,0.002251435,-0.00590809,5.33
1/1/24,-0.003645531,-0.013820285,6.6425,9.01E-04,-0.003842433,5.33
2/1/24,0.004391478,0.010653345,6.776,-0.00169086,0.00222472,5.33
3/1/24,0.003345716,0.00171862,6.82,0.002502454,0.009804408,5.33
4/1/24,0.001818713,-0.002133524,6.9925,-0.005001536,0.009419274,5.33
5/1/24,0.004623632,0.006161932,7.06,0.001781009,0.008737719,5.33
6/1/24,0.002816903,3.07E-04,6.9175,0.00451766,0.004813535,5.33
7/1/24,0.003691367,-0.009143304,6.8475,0.00217792,-4.02E-04,5.33
8/1/24,0.001359149,0.004542772,6.5,0.002279427,-0.003512027,5.33
9/1/24,0.005074277,-0.006217581,6.18,0.001232348,-0.003421977,5.13
10/1/24,0.001227747,-0.003401284,6.428,0.001820848,-0.004364334,4.83
11/1/24,0.003176952,-0.001781025,6.805,-0.002069051,-0.00367734,4.64
12/1/24,0.007093237,0.010367802,6.715,-0.002034242,-0.004882451,4.48
1/1/25,-0.006050067,-0.002620865,6.958,-0.002966422,-0.003681767,4.33
2/1/25,-0.001198108,0.010286225,6.8425,0.001838492,0.002306462,4.33
3/1/25,0.007758117,-5.83E-04,6.65,0.005993257,0.008486612,4.33
4/1/25,0.001398981,0.001981401,6.725,0.005723234,0.004371469,4.33
5/1/25,-0.001398981,-0.001038658,6.816,0.003217755,0.003851873,4.33
6/1/25,0.002578102,0.004235808,6.8175,0.001521721,-0.002199143,4.33
7/1/25,0.003834632,-0.002146742,6.72,0.003451888,-0.004055462,4.33
8/1/25,0.003491526,-7.58E-04,6.5875,0.001368109,-0.007316017,4.33
