Friday_of_Week,NFCI
8/7/92,-0.936291503
8/14/92,-0.928235053
8/21/92,-0.916632226
8/28/92,-0.901490898
9/4/92,-0.882855774
9/11/92,-0.861257961
9/18/92,-0.835445921
9/25/92,-0.806220041
10/2/92,-0.77505782
10/9/92,-0.744810528
10/16/92,-0.717726347
10/23/92,-0.696904167
10/30/92,-0.685009918
11/6/92,-0.683794222
11/13/92,-0.692379623
11/20/92,-0.711101955
11/27/92,-0.739084777
12/4/92,-0.77417201
12/11/92,-0.81316411
12/18/92,-0.851034948
12/25/92,-0.885486587
1/1/93,-0.913534848
1/8/93,-0.933873148
1/15/93,-0.948175309
1/22/93,-0.956730171
1/29/93,-0.960240015
2/5/93,-0.960866641
2/12/93,-0.960078686
2/19/93,-0.958783378
2/26/93,-0.959615828
3/5/93,-0.961780744
3/12/93,-0.965830929
3/19/93,-0.971559913
3/26/93,-0.978528586
4/2/93,-0.985328624
4/9/93,-0.991560939
4/16/93,-0.995985677
4/23/93,-0.997620016
4/30/93,-0.99730637
5/7/93,-0.994111077
5/14/93,-0.989825113
5/21/93,-0.986328641
5/28/93,-0.985070583
6/4/93,-0.987440351
6/11/93,-0.995121817
6/18/93,-1.007728909
6/25/93,-1.023563552
7/2/93,-1.040926809
7/9/93,-1.058563826
7/16/93,-1.074104541
7/23/93,-1.086744844
7/30/93,-1.095069998
8/6/93,-1.099539872
8/13/93,-1.100416373
8/20/93,-1.098163027
8/27/93,-1.093264717
9/3/93,-1.086553746
9/10/93,-1.077933299
9/17/93,-1.066954517
9/24/93,-1.054168038
10/1/93,-1.039601947
10/8/93,-1.023856398
10/15/93,-1.006707005
10/22/93,-0.988729378
10/29/93,-0.970991445
11/5/93,-0.955487913
11/12/93,-0.944556758
11/19/93,-0.93942942
11/26/93,-0.941329737
12/3/93,-0.949584051
12/10/93,-0.962608094
12/17/93,-0.978460105
12/24/93,-0.994419218
12/31/93,-1.008262387
1/7/94,-1.018586189
1/14/94,-1.024572974
1/21/94,-1.023827677
1/28/94,-1.016969849
2/4/94,-1.002780428
2/11/94,-0.981390759
2/18/94,-0.954917896
2/25/94,-0.924409957
3/4/94,-0.890909573
3/11/94,-0.857136219
3/18/94,-0.824974537
3/25/94,-0.79543907
4/1/94,-0.770191361
4/8/94,-0.751240705
4/15/94,-0.738300066
4/22/94,-0.730032924
4/29/94,-0.726922599
5/6/94,-0.725077533
5/13/94,-0.724831288
5/20/94,-0.726124242
5/27/94,-0.726888191
6/3/94,-0.725597656
6/10/94,-0.724550371
6/17/94,-0.722108064
6/24/94,-0.720640909
7/1/94,-0.721758518
7/8/94,-0.728535611
7/15/94,-0.740662067
7/22/94,-0.757227472
7/29/94,-0.775250194
8/5/94,-0.79195672
8/12/94,-0.805387472
8/19/94,-0.812586738
8/26/94,-0.811381513
9/2/94,-0.801196545
9/9/94,-0.782390183
9/16/94,-0.756130388
9/23/94,-0.726246647
9/30/94,-0.69541615
10/7/94,-0.667243668
10/14/94,-0.643189541
10/21/94,-0.622647998
10/28/94,-0.603556485
11/4/94,-0.584289685
11/11/94,-0.562397931
11/18/94,-0.536801654
11/25/94,-0.507538563
12/2/94,-0.47698333
12/9/94,-0.446915797
12/16/94,-0.423400282
12/23/94,-0.408761602
12/30/94,-0.406304446
1/6/95,-0.417148156
1/13/95,-0.440035691
1/20/95,-0.471440886
1/27/95,-0.50735763
2/3/95,-0.544095934
2/10/95,-0.577745729
2/17/95,-0.605268839
2/24/95,-0.625641484
3/3/95,-0.637720498
3/10/95,-0.642623672
3/17/95,-0.643659969
3/24/95,-0.642382891
3/31/95,-0.642065792
4/7/95,-0.644380902
4/14/95,-0.650915914
4/21/95,-0.661695349
4/28/95,-0.675464554
5/5/95,-0.690106536
5/12/95,-0.703758714
5/19/95,-0.713103534
5/26/95,-0.717047531
6/2/95,-0.714278578
6/9/95,-0.707183822
6/16/95,-0.696471253
6/23/95,-0.68604567
6/30/95,-0.677512818
7/7/95,-0.672676026
7/14/95,-0.673425567
7/21/95,-0.67780269
7/28/95,-0.684910473
8/4/95,-0.69437338
8/11/95,-0.703886494
8/18/95,-0.711576703
8/25/95,-0.716637661
9/1/95,-0.717882829
9/8/95,-0.71597314
9/15/95,-0.712171027
9/22/95,-0.70677928
9/29/95,-0.702210898
10/6/95,-0.701103856
10/13/95,-0.703157941
10/20/95,-0.709087498
10/27/95,-0.718109175
11/3/95,-0.729960995
11/10/95,-0.7420684
11/17/95,-0.75128746
11/24/95,-0.7570195
12/1/95,-0.758352315
12/8/95,-0.756109946
12/15/95,-0.751448821
12/22/95,-0.747579049
12/29/95,-0.747061327
1/5/96,-0.752761658
1/12/96,-0.763150479
1/19/96,-0.778021543
1/26/96,-0.795796129
2/2/96,-0.812399025
2/9/96,-0.823805172
2/16/96,-0.828203085
2/23/96,-0.824137059
3/1/96,-0.810800201
3/8/96,-0.791648837
3/15/96,-0.768073407
3/22/96,-0.744743923
3/29/96,-0.723234711
4/5/96,-0.705982227
4/12/96,-0.693501546
4/19/96,-0.687851998
4/26/96,-0.689074981
5/3/96,-0.694644781
5/10/96,-0.703026358
5/17/96,-0.711805024
5/24/96,-0.717931702
5/31/96,-0.720310614
6/7/96,-0.718232749
6/14/96,-0.714038681
6/21/96,-0.708712593
6/28/96,-0.704577373
7/5/96,-0.702213386
7/12/96,-0.702835552
7/19/96,-0.70776352
7/26/96,-0.716188304
8/2/96,-0.726067501
8/9/96,-0.737129361
8/16/96,-0.745270406
8/23/96,-0.749451006
8/30/96,-0.749126346
9/6/96,-0.744835377
9/13/96,-0.739805774
9/20/96,-0.735530997
9/27/96,-0.734076468
10/4/96,-0.737133913
10/11/96,-0.744822028
10/18/96,-0.755367967
10/25/96,-0.767409003
11/1/96,-0.778670071
11/8/96,-0.786603326
11/15/96,-0.788921006
11/22/96,-0.784990781
11/29/96,-0.774520603
12/6/96,-0.759012953
12/13/96,-0.741073498
12/20/96,-0.724013914
12/27/96,-0.710023346
1/3/97,-0.700292258
1/10/97,-0.6956425
1/17/97,-0.697329947
1/24/97,-0.703833828
1/31/97,-0.713506793
2/7/97,-0.724203243
2/14/97,-0.734151189
2/21/97,-0.739678078
2/28/97,-0.740073261
3/7/97,-0.734507818
3/14/97,-0.724071595
3/21/97,-0.710180052
3/28/97,-0.694589959
4/4/97,-0.678279687
4/11/97,-0.663697567
4/18/97,-0.651329552
4/25/97,-0.641720671
5/2/97,-0.635905005
5/9/97,-0.632219117
5/16/97,-0.630589052
5/23/97,-0.630429319
5/30/97,-0.630808048
6/6/97,-0.63212269
6/13/97,-0.634940427
6/20/97,-0.638713459
6/27/97,-0.643105155
7/4/97,-0.648697051
7/11/97,-0.653295109
7/18/97,-0.657350752
7/25/97,-0.660406988
8/1/97,-0.661713468
8/8/97,-0.6613065
8/15/97,-0.659149558
8/22/97,-0.655661716
8/29/97,-0.650792136
9/5/97,-0.644861624
9/12/97,-0.637431238
9/19/97,-0.628129365
9/26/97,-0.616132603
10/3/97,-0.601189708
10/10/97,-0.582327717
10/17/97,-0.560396281
10/24/97,-0.53689541
10/31/97,-0.513990314
11/7/97,-0.496023726
11/14/97,-0.482413942
11/21/97,-0.475943571
11/28/97,-0.475619938
12/5/97,-0.480335294
12/12/97,-0.488405327
12/19/97,-0.500454909
12/26/97,-0.515710317
1/2/98,-0.532189849
1/9/98,-0.549037157
1/16/98,-0.56742176
1/23/98,-0.584890859
1/30/98,-0.601807797
2/6/98,-0.617327394
2/13/98,-0.62947677
2/20/98,-0.638176697
2/27/98,-0.642619273
3/6/98,-0.642020793
3/13/98,-0.639007874
3/20/98,-0.634951351
3/27/98,-0.62952076
4/3/98,-0.623999483
4/10/98,-0.618818669
4/17/98,-0.613411136
4/24/98,-0.607444751
5/1/98,-0.601150685
5/8/98,-0.594832778
5/15/98,-0.58848941
5/22/98,-0.581973632
5/29/98,-0.574373669
6/5/98,-0.568261829
6/12/98,-0.563282009
6/19/98,-0.56043297
6/26/98,-0.558967457
7/3/98,-0.558385565
7/10/98,-0.556166253
7/17/98,-0.549799043
7/24/98,-0.536081926
7/31/98,-0.513197204
8/7/98,-0.478912022
8/14/98,-0.433345911
8/21/98,-0.378015716
8/28/98,-0.314992883
9/4/98,-0.249112426
9/11/98,-0.18443336
9/18/98,-0.123403756
9/25/98,-0.069473108
10/2/98,-0.026300073
10/9/98,0.00348818
10/16/98,0.016243291
10/23/98,0.010881668
10/30/98,-0.007634726
11/6/98,-0.03451831
11/13/98,-0.06262933
11/20/98,-0.091795038
11/27/98,-0.117445116
12/4/98,-0.138569297
12/11/98,-0.157693596
12/18/98,-0.175628534
12/25/98,-0.19342758
1/1/99,-0.209982023
1/8/99,-0.224774634
1/15/99,-0.240343524
1/22/99,-0.256969126
1/29/99,-0.275565917
2/5/99,-0.295538805
2/12/99,-0.316292729
2/19/99,-0.337243119
2/26/99,-0.356594937
3/5/99,-0.373151026
3/12/99,-0.387476118
3/19/99,-0.398741484
3/26/99,-0.407099803
4/2/99,-0.413422263
4/9/99,-0.418356885
4/16/99,-0.422610756
4/23/99,-0.426077571
4/30/99,-0.428576725
5/7/99,-0.428696833
5/14/99,-0.424665163
5/21/99,-0.416205669
5/28/99,-0.403815889
6/4/99,-0.388707171
6/11/99,-0.371717832
6/18/99,-0.353479872
6/25/99,-0.333735025
7/2/99,-0.312412426
7/9/99,-0.288766386
7/16/99,-0.26276947
7/23/99,-0.236816037
7/30/99,-0.212895308
8/6/99,-0.191439732
8/13/99,-0.174586724
8/20/99,-0.16196276
8/27/99,-0.151219538
9/3/99,-0.139852773
9/10/99,-0.127093287
9/17/99,-0.114094841
9/24/99,-0.101745274
10/1/99,-0.091099646
10/8/99,-0.084751072
10/15/99,-0.086732137
10/22/99,-0.096364559
10/29/99,-0.111770515
11/5/99,-0.129777245
11/12/99,-0.14765985
11/19/99,-0.162460807
11/26/99,-0.170048298
12/3/99,-0.172206617
12/10/99,-0.170584414
12/17/99,-0.169228932
12/24/99,-0.169613672
12/31/99,-0.173098936
1/7/00,-0.182926721
1/14/00,-0.194187877
1/21/00,-0.204516507
1/28/00,-0.211823716
2/4/00,-0.213679203
2/11/00,-0.211418053
2/18/00,-0.203697274
2/25/00,-0.190962552
3/3/00,-0.174995208
3/10/00,-0.155030832
3/17/00,-0.132899286
3/24/00,-0.110700694
3/31/00,-0.089838248
4/7/00,-0.074011355
4/14/00,-0.059669703
4/21/00,-0.046675509
4/28/00,-0.032699346
5/5/00,-0.016789657
5/12/00,-0.001426843
5/19/00,0.012909093
5/26/00,0.025074865
6/2/00,0.032514368
6/9/00,0.033780161
6/16/00,0.029115979
6/23/00,0.017301921
6/30/00,-0.000776031
7/7/00,-0.025648782
7/14/00,-0.054914751
7/21/00,-0.085588629
7/28/00,-0.116168427
8/4/00,-0.14434229
8/11/00,-0.168553418
8/18/00,-0.186806403
8/25/00,-0.199178645
9/1/00,-0.206553988
9/8/00,-0.208544559
9/15/00,-0.207096265
9/22/00,-0.202695874
9/29/00,-0.196645327
10/6/00,-0.189796571
10/13/00,-0.18172595
10/20/00,-0.175033798
10/27/00,-0.168104195
11/3/00,-0.158572353
11/10/00,-0.145393633
11/17/00,-0.127754336
11/24/00,-0.107149865
12/1/00,-0.086659871
12/8/00,-0.071019985
12/15/00,-0.065277242
12/22/00,-0.070370751
12/29/00,-0.090605845
1/5/01,-0.120324401
1/12/01,-0.156062729
1/19/01,-0.192979495
1/26/01,-0.226387836
2/2/01,-0.253404089
2/9/01,-0.272051414
2/16/01,-0.281147363
2/23/01,-0.280398773
3/2/01,-0.274246324
3/9/01,-0.265370576
3/16/01,-0.256303216
3/23/01,-0.2521256
3/30/01,-0.255521851
4/6/01,-0.265200473
4/13/01,-0.284338928
4/20/01,-0.308816098
4/27/01,-0.335713196
5/4/01,-0.363765137
5/11/01,-0.389154739
5/18/01,-0.409065347
5/25/01,-0.425028774
6/1/01,-0.436287254
6/8/01,-0.444022356
6/15/01,-0.449865646
6/22/01,-0.455506988
6/29/01,-0.46224044
7/6/01,-0.471347413
7/13/01,-0.481753173
7/20/01,-0.492252441
7/27/01,-0.501840941
8/3/01,-0.50678275
8/10/01,-0.502626633
8/17/01,-0.488947569
8/24/01,-0.464863385
8/31/01,-0.433906564
9/7/01,-0.399930664
9/14/01,-0.3677611
9/21/01,-0.345545829
9/28/01,-0.339121592
10/5/01,-0.341499406
10/12/01,-0.353042336
10/19/01,-0.368917696
10/26/01,-0.385639754
11/2/01,-0.397436276
11/9/01,-0.402888346
11/16/01,-0.401255452
11/23/01,-0.391206979
11/30/01,-0.377370059
12/7/01,-0.364675781
12/14/01,-0.358315835
12/21/01,-0.36057444
12/28/01,-0.373940437
1/4/02,-0.394220341
1/11/02,-0.419804712
1/18/02,-0.445256328
1/25/02,-0.4664368
2/1/02,-0.481539059
2/8/02,-0.490523596
2/15/02,-0.494831581
2/22/02,-0.495044394
3/1/02,-0.494436808
3/8/02,-0.493470507
3/15/02,-0.494072782
3/22/02,-0.498226886
3/29/02,-0.506486921
4/5/02,-0.519843661
4/12/02,-0.538477611
4/19/02,-0.560351269
4/26/02,-0.583209779
5/3/02,-0.605535659
5/10/02,-0.62199726
5/17/02,-0.632565688
5/24/02,-0.634483381
5/31/02,-0.628319237
6/7/02,-0.614123734
6/14/02,-0.593735966
6/21/02,-0.568945435
6/28/02,-0.54150217
7/5/02,-0.513560028
7/12/02,-0.486251142
7/19/02,-0.462398592
7/26/02,-0.441889248
8/2/02,-0.427592438
8/9/02,-0.416353339
8/16/02,-0.408951222
8/23/02,-0.400981735
8/30/02,-0.392602273
9/6/02,-0.381982341
9/13/02,-0.371277962
9/20/02,-0.361670543
9/27/02,-0.355777714
10/4/02,-0.355088779
10/11/02,-0.360939972
10/18/02,-0.373609693
10/25/02,-0.389311105
11/1/02,-0.407863983
11/8/02,-0.425750755
11/15/02,-0.441213582
11/22/02,-0.451994782
11/29/02,-0.45830545
12/6/02,-0.46070571
12/13/02,-0.463899302
12/20/02,-0.467636725
12/27/02,-0.474296489
1/3/03,-0.484954385
1/10/03,-0.498075782
1/17/03,-0.51044189
1/24/03,-0.52001924
1/31/03,-0.527089493
2/7/03,-0.53091881
2/14/03,-0.533489753
2/21/03,-0.536135284
2/28/03,-0.54039365
3/7/03,-0.547045346
3/14/03,-0.557127533
3/21/03,-0.571871805
3/28/03,-0.591487599
4/4/03,-0.614852621
4/11/03,-0.640474219
4/18/03,-0.665151812
4/25/03,-0.68656509
5/2/03,-0.702873604
5/9/03,-0.712526313
5/16/03,-0.716985552
5/23/03,-0.7174605
5/30/03,-0.716081677
6/6/03,-0.714221451
6/13/03,-0.713549367
6/20/03,-0.715027975
6/27/03,-0.717699309
7/4/03,-0.720665578
7/11/03,-0.722232274
7/18/03,-0.720511831
7/25/03,-0.715479458
8/1/03,-0.705602528
8/8/03,-0.695375909
8/15/03,-0.685304145
8/22/03,-0.677170241
8/29/03,-0.672028824
9/5/03,-0.670572948
9/12/03,-0.672894455
9/19/03,-0.678223352
9/26/03,-0.685168402
10/3/03,-0.693011446
10/10/03,-0.701611927
10/17/03,-0.709588902
10/24/03,-0.71526462
10/31/03,-0.719732641
11/7/03,-0.721849395
11/14/03,-0.722016031
11/21/03,-0.720805118
11/28/03,-0.719485025
12/5/03,-0.717636738
12/12/03,-0.718397428
12/19/03,-0.721727624
12/26/03,-0.728041047
1/2/04,-0.737994502
1/9/04,-0.751225904
1/16/04,-0.76510467
1/23/04,-0.778460381
1/30/04,-0.790726954
2/6/04,-0.800664105
2/13/04,-0.809343131
2/20/04,-0.815444471
2/27/04,-0.81892101
3/5/04,-0.819561976
3/12/04,-0.818062334
3/19/04,-0.813881371
3/26/04,-0.807282959
4/2/04,-0.798827584
4/9/04,-0.787821334
4/16/04,-0.774370552
4/23/04,-0.759119363
4/30/04,-0.74366645
5/7/04,-0.728741812
5/14/04,-0.71606967
5/21/04,-0.706042959
5/28/04,-0.698951882
6/4/04,-0.694196784
6/11/04,-0.691575903
6/18/04,-0.69020642
6/25/04,-0.690637945
7/2/04,-0.691980387
7/9/04,-0.693976715
7/16/04,-0.695772949
7/23/04,-0.697795244
7/30/04,-0.699849501
8/6/04,-0.701032296
8/13/04,-0.702820673
8/20/04,-0.704084939
8/27/04,-0.705112656
9/3/04,-0.704802866
9/10/04,-0.70465652
9/17/04,-0.704297997
9/24/04,-0.703665621
10/1/04,-0.702872912
10/8/04,-0.702777681
10/15/04,-0.703488284
10/22/04,-0.706050972
10/29/04,-0.709187126
11/5/04,-0.712756049
11/12/04,-0.71695745
11/19/04,-0.719159111
11/26/04,-0.719821341
12/3/04,-0.718227055
12/10/04,-0.715224246
12/17/04,-0.710458864
12/24/04,-0.705233935
12/31/04,-0.701091405
1/7/05,-0.698750761
1/14/05,-0.699222461
1/21/05,-0.70173351
1/28/05,-0.70631861
2/4/05,-0.711816899
2/11/05,-0.715783853
2/18/05,-0.716564467
2/25/05,-0.713755513
3/4/05,-0.706744652
3/11/05,-0.69640124
3/18/05,-0.683017367
3/25/05,-0.668509493
4/1/05,-0.654087198
4/8/05,-0.640745332
4/15/05,-0.62901423
4/22/05,-0.619492923
4/29/05,-0.612378299
5/6/05,-0.607178511
5/13/05,-0.603533988
5/20/05,-0.601911659
5/27/05,-0.602293455
6/3/05,-0.603020656
6/10/05,-0.604478995
6/17/05,-0.605676599
6/24/05,-0.607220586
7/1/05,-0.609118777
7/8/05,-0.610626489
7/15/05,-0.613546158
7/22/05,-0.615503889
7/29/05,-0.616582167
8/5/05,-0.61552199
8/12/05,-0.612986923
8/19/05,-0.607907887
8/26/05,-0.601243343
9/2/05,-0.593350124
9/9/05,-0.585495494
9/16/05,-0.57804998
9/23/05,-0.572150263
9/30/05,-0.569027406
10/7/05,-0.569770362
10/14/05,-0.573910968
10/21/05,-0.579818296
10/28/05,-0.586099141
11/4/05,-0.590183645
11/11/05,-0.591730131
11/18/05,-0.589204625
11/25/05,-0.58425444
12/2/05,-0.577598665
12/9/05,-0.571041886
12/16/05,-0.566089799
12/23/05,-0.564565153
12/30/05,-0.566244967
1/6/06,-0.57237508
1/13/06,-0.582164485
1/20/06,-0.592790213
1/27/06,-0.604951474
2/3/06,-0.615736877
2/10/06,-0.624306638
2/17/06,-0.630894409
2/24/06,-0.635007388
3/3/06,-0.636202844
3/10/06,-0.63575136
3/17/06,-0.634417323
3/24/06,-0.632859146
3/31/06,-0.630309565
4/7/06,-0.628142936
4/14/06,-0.625791473
4/21/06,-0.623986047
4/28/06,-0.621211944
5/5/06,-0.615949188
5/12/06,-0.608610595
5/19/06,-0.597177725
5/26/06,-0.58373391
6/2/06,-0.569407412
6/9/06,-0.555612684
6/16/06,-0.543100946
6/23/06,-0.53414341
6/30/06,-0.530027356
7/7/06,-0.530649786
7/14/06,-0.536466624
7/21/06,-0.546665255
7/28/06,-0.560289603
8/4/06,-0.574530278
8/11/06,-0.587758105
8/18/06,-0.598314732
8/25/06,-0.605178567
9/1/06,-0.608066687
9/8/06,-0.60809337
9/15/06,-0.606925625
9/22/06,-0.606314632
9/29/06,-0.607316282
10/6/06,-0.610838614
10/13/06,-0.616931096
10/20/06,-0.623534204
10/27/06,-0.62985324
11/3/06,-0.633548107
11/10/06,-0.63477843
11/17/06,-0.633288686
11/24/06,-0.6297171
12/1/06,-0.625420192
12/8/06,-0.622622343
12/15/06,-0.623192342
12/22/06,-0.627715355
12/29/06,-0.636159969
1/5/07,-0.647978435
1/12/07,-0.661088984
1/19/07,-0.673424832
1/26/07,-0.682853581
2/2/07,-0.686581027
2/9/07,-0.685049519
2/16/07,-0.677227668
2/23/07,-0.664617775
3/2/07,-0.648830275
3/9/07,-0.634296738
3/16/07,-0.622115839
3/23/07,-0.613826974
3/30/07,-0.607984525
4/6/07,-0.604233364
4/13/07,-0.600593257
4/20/07,-0.59614315
4/27/07,-0.589555232
5/4/07,-0.580741254
5/11/07,-0.572165675
5/18/07,-0.563162386
5/25/07,-0.554594255
6/1/07,-0.548110573
6/8/07,-0.545012518
6/15/07,-0.541261853
6/22/07,-0.535899222
6/29/07,-0.523900817
7/6/07,-0.49935071
7/13/07,-0.454924335
7/20/07,-0.386714793
7/27/07,-0.292866001
8/3/07,-0.180579985
8/10/07,-0.059750892
8/17/07,0.05909611
8/24/07,0.154404281
8/31/07,0.206608276
9/7/07,0.222589453
9/14/07,0.198581597
9/21/07,0.141353722
9/28/07,0.075648858
10/5/07,0.014669115
10/12/07,-0.025843451
10/19/07,-0.032652553
10/26/07,-0.001828099
11/2/07,0.065222017
11/9/07,0.163509148
11/16/07,0.27468004
11/23/07,0.387509418
11/30/07,0.481149278
12/7/07,0.54421803
12/14/07,0.570686277
12/21/07,0.559979222
12/28/07,0.520180727
1/4/08,0.472472247
1/11/08,0.427957412
1/18/08,0.404804901
1/25/08,0.412849889
2/1/08,0.443095617
2/8/08,0.504911075
2/15/08,0.589908476
2/22/08,0.689182463
2/29/08,0.789330773
3/7/08,0.880716898
3/14/08,0.94140191
3/21/08,0.965021236
3/28/08,0.943390593
4/4/08,0.889265798
4/11/08,0.814498355
4/18/08,0.731452622
4/25/08,0.645526838
5/2/08,0.570303828
5/9/08,0.515777637
5/16/08,0.483358133
5/23/08,0.478571714
5/30/08,0.500030764
6/6/08,0.546071694
6/13/08,0.600466213
6/20/08,0.657500823
6/27/08,0.710227583
7/4/08,0.743001259
7/11/08,0.752255176
7/18/08,0.74257136
7/25/08,0.7142133
8/1/08,0.683332965
8/8/08,0.667344128
8/15/08,0.674460443
8/22/08,0.729561656
8/29/08,0.836663521
9/5/08,1.003315592
9/12/08,1.223777688
9/19/08,1.507509726
9/26/08,1.788948353
10/3/08,2.069443758
10/10/08,2.320347569
10/17/08,2.514338439
10/24/08,2.65403262
10/31/08,2.772855572
11/7/08,2.863885261
11/14/08,2.94390216
11/21/08,3.021132701
11/28/08,3.048731464
12/5/08,3.042601512
12/12/08,2.978099662
12/19/08,2.853456781
12/26/08,2.693719114
1/2/09,2.541114527
1/9/09,2.389393821
1/16/09,2.266840326
1/23/09,2.177911173
1/30/09,2.119232893
2/6/09,2.089877378
2/13/09,2.091514589
2/20/09,2.10948225
2/27/09,2.127064891
3/6/09,2.132351741
3/13/09,2.095592026
3/20/09,2.023334955
3/27/09,1.91813258
4/3/09,1.793616353
4/10/09,1.65357952
4/17/09,1.512008528
4/24/09,1.373216986
5/1/09,1.238239316
5/8/09,1.11422668
5/15/09,1.012701237
5/22/09,0.928469125
5/29/09,0.869148372
6/5/09,0.822076702
6/12/09,0.786602921
6/19/09,0.756758835
6/26/09,0.720134492
7/3/09,0.674758581
7/10/09,0.619554344
7/17/09,0.552623064
7/24/09,0.480811046
7/31/09,0.411965884
8/7/09,0.352126786
8/14/09,0.303403119
8/21/09,0.26305586
8/28/09,0.226540389
9/4/09,0.194310498
9/11/09,0.161006848
9/18/09,0.127876406
9/25/09,0.098766942
10/2/09,0.076576413
10/9/09,0.055917052
10/16/09,0.039105899
10/23/09,0.026079291
10/30/09,0.018371282
11/6/09,0.009520984
11/13/09,-0.002369989
11/20/09,-0.016470945
11/27/09,-0.035287615
12/4/09,-0.060283733
12/11/09,-0.091685399
12/18/09,-0.124823393
12/25/09,-0.156086508
1/1/10,-0.181469928
1/8/10,-0.201802596
1/15/10,-0.211024802
1/22/10,-0.209193638
1/29/10,-0.204389209
2/5/10,-0.200108611
2/12/10,-0.202984878
2/19/10,-0.220011515
2/26/10,-0.248884439
3/5/10,-0.288969638
3/12/10,-0.335466042
3/19/10,-0.381357603
3/26/10,-0.4222993
4/2/10,-0.450792863
4/9/10,-0.462589418
4/16/10,-0.45130479
4/23/10,-0.415455574
4/30/10,-0.355894907
5/7/10,-0.27830569
5/14/10,-0.201277401
5/21/10,-0.127641896
5/28/10,-0.072882279
6/4/10,-0.041915176
6/11/10,-0.033091843
6/18/10,-0.048040472
6/25/10,-0.075710465
7/2/10,-0.11041182
7/9/10,-0.15239571
7/16/10,-0.193004835
7/23/10,-0.226454492
7/30/10,-0.251070957
8/6/10,-0.265371313
8/13/10,-0.270107289
8/20/10,-0.271288639
8/27/10,-0.273313847
9/3/10,-0.280582198
9/10/10,-0.295432635
9/17/10,-0.314809951
9/24/10,-0.336832937
10/1/10,-0.360985129
10/8/10,-0.38486009
10/15/10,-0.406722714
10/22/10,-0.424349318
10/29/10,-0.438170574
11/5/10,-0.447355854
11/12/10,-0.450690094
11/19/10,-0.452769502
11/26/10,-0.455226606
12/3/10,-0.461160815
12/10/10,-0.473106651
12/17/10,-0.48857263
12/24/10,-0.508104453
12/31/10,-0.529325232
1/7/11,-0.550981191
1/14/11,-0.571253709
1/21/11,-0.588641398
1/28/11,-0.600670935
2/4/11,-0.605611846
2/11/11,-0.603883994
2/18/11,-0.594275258
2/25/11,-0.57901064
3/4/11,-0.565098856
3/11/11,-0.55431679
3/18/11,-0.548656814
3/25/11,-0.553553725
4/1/11,-0.564322553
4/8/11,-0.578705052
4/15/11,-0.592128119
4/22/11,-0.601627266
4/29/11,-0.605261292
5/6/11,-0.60193292
5/13/11,-0.592379479
5/20/11,-0.579813299
5/27/11,-0.565794908
6/3/11,-0.552238827
6/10/11,-0.539758219
6/17/11,-0.530858419
6/24/11,-0.523820947
7/1/11,-0.516973973
7/8/11,-0.5050264
7/15/11,-0.482558673
7/22/11,-0.448025308
7/29/11,-0.398535133
8/5/11,-0.333861587
8/12/11,-0.261453263
8/19/11,-0.197464419
8/26/11,-0.138674385
9/2/11,-0.095900205
9/9/11,-0.063952301
9/16/11,-0.046048537
9/23/11,-0.037062724
9/30/11,-0.039430277
10/7/11,-0.051392999
10/14/11,-0.073314145
10/21/11,-0.091825045
10/28/11,-0.106169719
11/4/11,-0.107658859
11/11/11,-0.100092149
11/18/11,-0.087237918
11/25/11,-0.07406484
12/2/11,-0.072366706
12/9/11,-0.078634699
12/16/11,-0.092551918
12/23/11,-0.117134528
12/30/11,-0.151467258
1/6/12,-0.193108382
1/13/12,-0.239778687
1/20/12,-0.286260287
1/27/12,-0.328327253
2/3/12,-0.361179746
2/10/12,-0.385052304
2/17/12,-0.400543113
2/24/12,-0.412459808
3/2/12,-0.423365248
3/9/12,-0.431544303
3/16/12,-0.439075917
3/23/12,-0.442730908
3/30/12,-0.440533304
4/6/12,-0.432765072
4/13/12,-0.419828954
4/20/12,-0.404041837
4/27/12,-0.382887122
5/4/12,-0.356607558
5/11/12,-0.324726922
5/18/12,-0.290936683
5/25/12,-0.263911165
6/1/12,-0.244647364
6/8/12,-0.237248557
6/15/12,-0.242837335
6/22/12,-0.258405734
6/29/12,-0.277906035
7/6/12,-0.301043287
7/13/12,-0.324765587
7/20/12,-0.348624212
7/27/12,-0.370004191
8/3/12,-0.391459085
8/10/12,-0.410694261
8/17/12,-0.428976808
8/24/12,-0.447183455
8/31/12,-0.464710464
9/7/12,-0.483344122
9/14/12,-0.502784095
9/21/12,-0.519149969
9/28/12,-0.532289167
10/5/12,-0.543289633
10/12/12,-0.55012278
10/19/12,-0.554058482
10/26/12,-0.553619714
11/2/12,-0.552124661
11/9/12,-0.550108346
11/16/12,-0.549505768
11/23/12,-0.553298031
11/30/12,-0.559103755
12/7/12,-0.567799574
12/14/12,-0.579440246
12/21/12,-0.592064239
12/28/12,-0.604297133
1/4/13,-0.619001422
1/11/13,-0.631814728
1/18/13,-0.641404643
1/25/13,-0.648157543
2/1/13,-0.651638756
2/8/13,-0.652840753
2/15/13,-0.654160756
2/22/13,-0.65513453
3/1/13,-0.655607641
3/8/13,-0.657960881
3/15/13,-0.660946574
3/22/13,-0.664045807
3/29/13,-0.668863541
4/5/13,-0.676250417
4/12/13,-0.686913494
4/19/13,-0.697872983
4/26/13,-0.710342506
5/3/13,-0.720315851
5/10/13,-0.725374837
5/17/13,-0.723073929
