date,MonetaryShock_RR,FEDFUNDS,baa_aaa_creditconditions,Consumption_PCE_logdiff,Output_IP_logdiff,assetprice_sp500_logdiff,RNUSBIS_logdiff,Investment_logdiff,NX GDP RATIO PCT,infl_exp
1994-04-01,0,3.56,0.64,0.005387956,0.005896138,-0.036401982,-2.52717e-4,0.016277959,0.020839665,2.8924
1994-05-01,0.287,4.01,0.63,-3.4259e-4,0.004590496,0.008172582,-0.0077387,-0.00540007,-0.026874877,2.8924
1994-06-01,0,4.25,0.68,0.008402336,0.00672845,0.008678137,-0.002422698,-0.005610877,-0.02842626,2.8924
1994-07-01,0.07,4.26,0.69,0.002481575,0.001329506,-0.007569858,-0.015697698,-0.005460022,-0.028203841,3.0517
1994-08-01,0.417,4.47,0.67,0.008857827,0.006681858,0.028047795,1.29676e-4,0.013767425,0.026854748,3.0517
1994-09-01,0.041,4.73,0.64,0.002600236,0.003140549,0.005841941,-0.009641769,0.013580454,0.025952077,3.0517
1994-10-01,0,4.76,0.63,0.007905839,0.008012931,-0.006768615,-0.008150433,0.012969075,0.024295784,3.1029
1994-11-01,0.549,5.29,0.64,0.002635266,0.006812623,-0.006055251,0.005528512,0.003531761,0.016784417,3.1029
1994-12-01,-0.248,5.45,0.64,0.003310165,0.010166426,-0.012704821,0.028214632,0.003405998,0.015937365,3.1029
1995-01-01,0,5.53,0.62,0.001980852,0.001700536,0.021859981,0.029301059,0.003507386,0.016172264,2.8929
1995-02-01,0.501,5.92,0.59,-8.25e-5,-0.001128687,0.03520323,-0.009838799,-0.007179532,-0.015461495,2.8929
1995-03-01,0.241,5.98,0.58,0.007107526,0.001660301,0.023035262,-0.017804625,-0.006529343,-0.01415685,2.8929
1995-04-01,0,6.05,0.57,9.82037e-4,-0.001727726,0.029490879,-0.045883195,-0.007278994,-0.015867731,2.9362
1995-05-01,0.209,6.01,0.55,0.008734391,0.004898907,0.030824757,-0.003741819,-0.001966843,-0.159284308,2.9362
1995-06-01,0,6,0.6,0.008960163,0.003308851,0.029235688,0.002139896,-0.002036477,-0.194668049,2.9362
1995-07-01,-0.006,5.85,0.63,-0.001467676,-0.004189893,0.032864581,0,-0.00197474,-0.232603686,2.5677
1995-08-01,-0.091,5.74,0.62,0.00703727,0.013169323,0.003116941,0.02948746,0.008334121,-0.010006117,2.5677
1995-09-01,0.025,5.8,0.61,0.003032179,0.004025176,0.034558928,0.014679635,0.008265237,-0.010061207,2.5677
1995-10-01,0,5.76,0.63,-0.001315475,-0.001759107,0.007144794,-1.27836e-4,0.007934094,-0.009791623,2.3505
1995-11-01,0.052,5.8,0.66,0.008282484,0.002632006,0.02140181,0.013838855,0.00539742,0.179566426,2.3505
1995-12-01,-0.171,5.6,0.67,0.008253684,0.003464824,0.031471071,0.002770085,0.005195718,0.146592145,2.3505
1996-01-01,0.073,5.56,0.66,-0.002317544,-0.005740079,-2.44103e-4,0.007391202,0.005340698,0.131460713,2.3623
1996-02-01,0,5.22,0.64,0.009218639,0.01452916,0.055585687,4.99127e-4,0.016236035,0.035807272,2.3623
1996-03-01,0.056,5.31,0.68,0.007859464,-0.001225043,-0.00380994,4.98878e-4,0.014953549,0.03198737,2.3623
1996-04-01,0,5.22,0.69,0.006685122,0.009901218,1.54531e-4,-9.98004e-4,0.015741359,0.032775135,2.5023
1996-05-01,-0.027,5.24,0.68,0.003029201,0.007445584,0.021492726,0.00124735,0.014862904,0.125961807,2.5023
1996-06-01,0,5.27,0.69,0.00114793,0.007593378,0.01093466,0.003856925,0.015129729,0.114908467,2.5023
1996-07-01,-0.04,5.4,0.7,0.004216879,1.53746e-4,-0.037228981,1.2417e-4,0.014426898,0.099146276,2.505
1996-08-01,-0.065,5.22,0.72,0.004388763,0.005105235,0.028484803,-0.007978103,-4.47288e-4,-0.150096708,2.505
1996-09-01,-0.042,5.3,0.69,0.004086426,0.006239632,0.018242678,0.005367297,-4.47488e-4,-0.175377217,2.505
1996-10-01,0,5.24,0.68,0.006004667,2.96094e-4,0.03862898,0.006699777,-4.33244e-4,-0.204412739,2.565
1996-11-01,0.048,5.31,0.69,0.004251062,0.009144785,0.047617771,-0.005953137,0,0,2.565
1996-12-01,-0.029,5.29,0.69,0.005107282,0.006386648,0.010250813,0.00731242,0,0,2.565
