"date","PCE","Consumption_logdiff","INDPRO","Output_logdiff","MORTGAGE30US","LOANINV","CreditSupply_logdiff","CSUSHPISA","HousePrice_logdiff"
2006-06-01,9259.6,0.003006805427896,99.0997,0.00316140921642472,6.682,7433.2698,0.00512055736851913,183.507,-0.00353584075242974
2006-07-01,9343.8,0.00905217056639707,99.0489,-0.00051274650553168,6.7625,7475.8022,0.00570558856813186,183.066,-0.00240607034752749
2006-08-01,9342.2,-0.000171251204529099,99.4836,0.00437913887833385,6.524,7525.5666,0.00663467223705716,182.593,-0.00258711129123856
2006-09-01,9375.4,0.00354746707026266,99.3183,-0.00166296235693952,6.4025,7542.871,0.00229677529500272,182.798,0.00112208577392003
2006-10-01,9393.6,0.00193936871484013,99.2044,-0.00114747595612652,6.3575,7705.8124,0.0213720224647087,183.198,0.00218581710871124
2006-11-01,9400.2,0.00070235931757523,99.1627,-0.000420432628336798,6.24,7752.2947,0.00601398862061053,183.608,0.00223551507199371
2006-12-01,9488.3,0.00932849499715793,100.1735,0.0101417470966894,6.135,7840.5765,0.0113234749604043,184.138,0.00288242627766699
2007-01-01,9538.7,0.00529774718848763,99.8346,-0.00338886599431643,6.2175,7887.3184,0.00594383900833861,184.516,0.00205070408822117
2007-02-01,9566,0.00285793742710005,100.7753,0.00937846930767439,6.285,7935.7463,0.00612119739511918,184.598,0.000444307186121762
2007-03-01,9611.7,0.00476596114277683,100.9547,0.00177861544930291,6.156,7893.2017,-0.00537555653723842,184.149,-0.00243527525323373
2007-04-01,9643.6,0.00331337649212493,101.6334,0.00670031990175257,6.18,7952.9556,0.00754178847209985,183.01,-0.0062044163634507
2007-05-01,9685.8,0.00436641251639358,101.7306,0.000955921474810495,6.262,7993.7869,0.00512096928022387,181.6,-0.00773432998999724
2007-06-01,9706.8,0.00216577542036944,101.7893,0.000576847783707812,6.6575,8060.7114,0.00833721321018643,180.253,-0.00744504659001333
2007-07-01,9751.1,0.00455342832905004,101.6672,-0.00120025670999269,6.695,8130.7015,0.00864538954932392,179.11,-0.00636127734001235
2007-08-01,9798.9,0.00489003531981602,101.863,0.00192403938484897,6.572,8233.9158,0.0126144922025837,178.116,-0.00556511880653954
2007-09-01,9845.1,0.00470373500119159,102.0894,0.00222012678441796,6.3825,8348.9432,0.0138732705759672,177.557,-0.00314333930475641
2007-10-01,9882.7,0.00381188429817492,101.8015,-0.00282406121451473,6.375,8441.0194,0.0109681153260741,176.623,-0.00527416661062663
2007-11-01,9955.9,0.0073795864824433,102.3446,0.00532071179671423,6.208,8519.0256,0.00919888479889863,175.147,-0.00839189619428726
2007-12-01,9972.8,0.00169604681200219,102.3803,0.000348760706312845,6.095,8573.7,0.00639740995676163,174.34,-0.00461820573752814
2008-01-01,9996.4,0.00236364110604015,102.2448,-0.00132437340096825,5.758,8595.7401,0.00256736526966783,173.132,-0.00695310624623069
2008-02-01,9981.7,-0.00147161168007948,101.8438,-0.00392967089813467,5.9175,8643.8707,0.00558373684999047,171.54,-0.00923783377492349
2008-03-01,10035.3,0.00535546066925363,101.5336,-0.00305048880108227,5.97,8689.6675,0.00528419599458907,170.051,-0.00871808350301606
2008-04-01,10070.3,0.0034816205788335,100.8785,-0.00647295579012575,5.9175,8700.5966,0.00125692184730575,168.333,-0.01015423165199
2008-05-01,10132.3,0.00613784311368981,100.2674,-0.00607620518403351,6.036,8699.6928,-0.000103883329757082,166.654,-0.0100243535413336
