"X01" "X02" "X03" "X04" "X05" "X06" "X07" "X08" "X09" "X10" "X11" "X12" "X13" "X14" "X15" "X16" "X17" "X18" "X19" "X20" "X21" "X22" "X23" "X24" "X25" "X26" "X27" "X28" "X29" "X30" "X31" "X32" "X33"
-0.298 5.29 0.004241815 -0.006893183 0.002341791 0.001148093 0.042255093 5.9002 -0.5357047715 5.68943444536485 -0.007183439532973 -0.038 5.48 0.001026373 0.005911347 0.004223636 0.00118498 0.041740224 5.9002 -0.46868439775 5.49318964226913 0.0113637586503152 -0.139 5.31 0.005679449 0.023302025 -0.004780708 0.001145419 0.038633767 6.055 -0.5630920922 5.12744406930583 0.0028863835310786
-0.038 5.48 0.001026373 0.005911347 0.004223636 0.00118498 0.041740224 5.9002 -0.46868439775 5.49318964226913 0.0113637586503152 -0.139 5.31 0.005679449 0.023302025 -0.004780708 0.001145419 0.038633767 6.055 -0.5630920922 5.12744406930583 0.0028863835310786 -0.044 5.29 0.006854352 -0.008674753 0.00033428 0.002517812 0.064175974 6.055 -0.68251380375 5.24935352789064 0.0017670739897077
-0.139 5.31 0.005679449 0.023302025 -0.004780708 0.001145419 0.038633767 6.055 -0.5630920922 5.12744406930583 0.0028863835310786 -0.044 5.29 0.006854352 -0.008674753 0.00033428 0.002517812 0.064175974 6.055 -0.68251380375 5.24935352789064 0.0017670739897077 0.019 5.25 0.003451051 0.021073577 0.018106037 0.002511489 0.060013542 6.055 -0.7225181065 5.31907072489339 0.0037202666672198
-0.044 5.29 0.006854352 -0.008674753 0.00033428 0.002517812 0.064175974 6.055 -0.68251380375 5.24935352789064 0.0017670739897077 0.019 5.25 0.003451051 0.021073577 0.018106037 0.002511489 0.060013542 6.055 -0.7225181065 5.31907072489339 0.0037202666672198 -0.041 5.02 -0.000304487 -0.034719013 0.002076617 0.002424482 0.054528886 5.729 -0.7055511324 5.25911848549083 0.0015622968937343
0.019 5.25 0.003451051 0.021073577 0.018106037 0.002511489 0.060013542 6.055 -0.7225181065 5.31907072489339 0.0037202666672198 -0.041 5.02 -0.000304487 -0.034719013 0.002076617 0.002424482 0.054528886 5.729 -0.7055511324 5.25911848549083 0.0015622968937343 0.03 4.95 0.015127342 -0.006893183 0.011398918 0.015490486 0.138048429 5.729 -0.67107669225 5.06209601278234 0.0057723025663531
-0.041 5.02 -0.000304487 -0.034719013 0.002076617 0.002424482 0.054528886 5.729 -0.7055511324 5.25911848549083 0.0015622968937343 0.03 4.95 0.015127342 -0.006893183 0.011398918 0.015490486 0.138048429 5.729 -0.67107669225 5.06209601278234 0.0057723025663531 -0.131 4.65 0.010753806 0.034000361 -0.013694378 0.014765731 0.116473686 5.729 -0.7099507074 5.07042253521126 0.0131703423102913
0.03 4.95 0.015127342 -0.006893183 0.011398918 0.015490486 0.138048429 5.729 -0.67107669225 5.06209601278234 0.0057723025663531 -0.131 4.65 0.010753806 0.034000361 -0.013694378 0.014765731 0.116473686 5.729 -0.7099507074 5.07042253521126 0.0131703423102913 -0.097 4.61 -0.00702229 -0.008633147 -0.011446306 0.015032274 0.106962314 5.644 -0.8505501025 5.28152545421838 -0.002876228373819
-0.131 4.65 0.010753806 0.034000361 -0.013694378 0.014765731 0.116473686 5.729 -0.7099507074 5.07042253521126 0.0131703423102913 -0.097 4.61 -0.00702229 -0.008633147 -0.011446306 0.015032274 0.106962314 5.644 -0.8505501025 5.28152545421838 -0.002876228373819 -0.085 4.68 0.015675669 -0.027345454 0.005959625 0.024393647 -0.028132813 5.644 -0.9402813535 5.96816499586792 0.005553264837764
-0.097 4.61 -0.00702229 -0.008633147 -0.011446306 0.015032274 0.106962314 5.644 -0.8505501025 5.28152545421838 -0.002876228373819 -0.085 4.68 0.015675669 -0.027345454 0.005959625 0.024393647 -0.028132813 5.644 -0.9402813535 5.96816499586792 0.005553264837764 -0.228 4.69 0.012699238 -0.003968259 -0.001321295 0.021532905 -0.025817176 5.644 -0.8972471195 6.33946830265848 0.000668140843486764
-0.085 4.68 0.015675669 -0.027345454 0.005959625 0.024393647 -0.028132813 5.644 -0.9402813535 5.96816499586792 0.005553264837764 -0.228 4.69 0.012699238 -0.003968259 -0.001321295 0.021532905 -0.025817176 5.644 -0.8972471195 6.33946830265848 0.000668140843486764 -0.049 4.73 0.009563572 -0.015527485 -0.007076544 0.02331133 -0.028974394 6.2678 -0.7356184752 6.71534936998854 0.0013984682697438
-0.228 4.69 0.012699238 -0.003968259 -0.001321295 0.021532905 -0.025817176 5.644 -0.8972471195 6.33946830265848 0.000668140843486764 -0.049 4.73 0.009563572 -0.015527485 -0.007076544 0.02331133 -0.028974394 6.2678 -0.7356184752 6.71534936998854 0.0013984682697438 -0.051 5.35 0.007853838 -0.002932109 -0.002889212 0.016544763 -0.042463648 6.2678 -0.5657020185 6.74765755816025 0.0027594099054502
-0.049 4.73 0.009563572 -0.015527485 -0.007076544 0.02331133 -0.028974394 6.2678 -0.7356184752 6.71534936998854 0.0013984682697438 -0.051 5.35 0.007853838 -0.002932109 -0.002889212 0.016544763 -0.042463648 6.2678 -0.5657020185 6.74765755816025 0.0027594099054502 -0.146 5.39 0.007746814 0.005352197 -0.001670658 0.016813464 -0.045277721 6.2678 -0.49479594525 6.8778376844495 -0.000380155868482834
-0.051 5.35 0.007853838 -0.002932109 -0.002889212 0.016544763 -0.042463648 6.2678 -0.5657020185 6.74765755816025 0.0027594099054502 -0.146 5.39 0.007746814 0.005352197 -0.001670658 0.016813464 -0.045277721 6.2678 -0.49479594525 6.8778376844495 -0.000380155868482834 -0.24 5.42 0.001278041 0.009123328 -0.011886213 0.016006284 -0.045350262 5.8989 -0.5041802662 6.88900652902771 0.0080788119277159
-0.146 5.39 0.007746814 0.005352197 -0.001670658 0.016813464 -0.045277721 6.2678 -0.49479594525 6.8778376844495 -0.000380155868482834 -0.24 5.42 0.001278041 0.009123328 -0.011886213 0.016006284 -0.045350262 5.8989 -0.5041802662 6.88900652902771 0.0080788119277159 0.03 5.9 0.000987593 -0.02475499 0.001014713 -0.008488581 0.084988201 5.8989 -0.50007138225 6.79863816643853 -0.000565913178872002
-0.24 5.42 0.001278041 0.009123328 -0.011886213 0.016006284 -0.045350262 5.8989 -0.5041802662 6.88900652902771 0.0080788119277159 0.03 5.9 0.000987593 -0.02475499 0.001014713 -0.008488581 0.084988201 5.8989 -0.50007138225 6.79863816643853 -0.000565913178872002 0.073 6.14 0.004114507 -0.015672039 -0.002934208 -0.008561255 0.078329939 5.8989 -0.4271167296 6.60360894907681 0.0031085667547308
0.03 5.9 0.000987593 -0.02475499 0.001014713 -0.008488581 0.084988201 5.8989 -0.50007138225 6.79863816643853 -0.000565913178872002 0.073 6.14 0.004114507 -0.015672039 -0.002934208 -0.008561255 0.078329939 5.8989 -0.4271167296 6.60360894907681 0.0031085667547308 -0.026 6.47 0.001410461 -0.026216167 -0.013540629 -0.008355462 0.070295892 5.9557 -0.3097192815 6.54143953334954 0.0083358532046546
0.073 6.14 0.004114507 -0.015672039 -0.002934208 -0.008561255 0.078329939 5.8989 -0.4271167296 6.60360894907681 0.0031085667547308 -0.026 6.47 0.001410461 -0.026216167 -0.013540629 -0.008355462 0.070295892 5.9557 -0.3097192815 6.54143953334954 0.0083358532046546 -0.048 6.51 0.001837644 0.005744086 -0.008398094 0.006545695 0.079541334 5.9557 -0.23114895025 6.66735794276234 0.0060752775043879
-0.026 6.47 0.001410461 -0.026216167 -0.013540629 -0.008355462 0.070295892 5.9557 -0.3097192815 6.54143953334954 0.0083358532046546 -0.048 6.51 0.001837644 0.005744086 -0.008398094 0.006545695 0.079541334 5.9557 -0.23114895025 6.66735794276234 0.0060752775043879 -0.122 6.56 0.001788972 -0.004891025 -0.015601667 0.006294008 0.071152985 5.9557 -0.235158289 6.5889874200866 0.0019757971357168
-0.048 6.51 0.001837644 0.005744086 -0.008398094 0.006545695 0.079541334 5.9557 -0.23114895025 6.66735794276234 0.0060752775043879 -0.122 6.56 0.001788972 -0.004891025 -0.015601667 0.006294008 0.071152985 5.9557 -0.235158289 6.5889874200866 0.0019757971357168 -0.205 6.7 -0.014828455 -0.038794456 -0.01002426 0.006462457 0.068495654 5.9044 -0.287011692 6.59877661210402 -0.0107596269100835
-0.122 6.56 0.001788972 -0.004891025 -0.015601667 0.006294008 0.071152985 5.9557 -0.235158289 6.5889874200866 0.0019757971357168 -0.205 6.7 -0.014828455 -0.038794456 -0.01002426 0.006462457 0.068495654 5.9044 -0.287011692 6.59877661210402 -0.0107596269100835 0.106 6.78 0.005342239 -0.014171972 -0.003443162 0.022125383 -0.12495095 5.9044 -0.2550921965 6.26271531262714 0.0144844846084266
-0.205 6.7 -0.014828455 -0.038794456 -0.01002426 0.006462457 0.068495654 5.9044 -0.287011692 6.59877661210402 -0.0107596269100835 0.106 6.78 0.005342239 -0.014171972 -0.003443162 0.022125383 -0.12495095 5.9044 -0.2550921965 6.26271531262714 0.0144844846084266 0.042 6.79 0.018987319 -0.001799776 -0.008120417 0.019571973 -0.125787478 5.9044 -0.0696930942 6.41700404858301 0.0099366406517771
0.106 6.78 0.005342239 -0.014171972 -0.003443162 0.022125383 -0.12495095 5.9044 -0.2550921965 6.26271531262714 0.0144844846084266 0.042 6.79 0.018987319 -0.001799776 -0.008120417 0.019571973 -0.125787478 5.9044 -0.0696930942 6.41700404858301 0.0099366406517771 -0.069 6.89 0.020073952 0.042864492 -0.005772022 0.021231306 -0.155417156 6.5327 0.196459771 6.6047229303636 0.0060056597143014
0.042 6.79 0.018987319 -0.001799776 -0.008120417 0.019571973 -0.125787478 5.9044 -0.0696930942 6.41700404858301 0.0099366406517771 -0.069 6.89 0.020073952 0.042864492 -0.005772022 0.021231306 -0.155417156 6.5327 0.196459771 6.6047229303636 0.0060056597143014 -0.216 7.36 0.004655225 0.049452533 0.010676045 0.009559145 0.004639307 6.5327 0.43961713975 6.82508427060042 0.0039838285320139
-0.069 6.89 0.020073952 0.042864492 -0.005772022 0.021231306 -0.155417156 6.5327 0.196459771 6.6047229303636 0.0060056597143014 -0.216 7.36 0.004655225 0.049452533 0.010676045 0.009559145 0.004639307 6.5327 0.43961713975 6.82508427060042 0.0039838285320139 0.243 7.6 0.006468073 0.002563184 -0.010314315 0.009782715 0.004739857 6.5327 0.6183290912 6.92310245262353 0.0032477324511295
-0.216 7.36 0.004655225 0.049452533 0.010676045 0.009559145 0.004639307 6.5327 0.43961713975 6.82508427060042 0.0039838285320139 0.243 7.6 0.006468073 0.002563184 -0.010314315 0.009782715 0.004739857 6.5327 0.6183290912 6.92310245262353 0.0032477324511295 -0.142 7.81 -0.000824775 -0.004824233 -0.026384821 0.009376886 0.004534848 6.9055 0.6077011215 6.95347839006835 -0.004754891741701
0.243 7.6 0.006468073 0.002563184 -0.010314315 0.009782715 0.004739857 6.5327 0.6183290912 6.92310245262353 0.0032477324511295 -0.142 7.81 -0.000824775 -0.004824233 -0.026384821 0.009376886 0.004534848 6.9055 0.6077011215 6.95347839006835 -0.004754891741701 -0.064 8.04 0.004095413 0.066761073 -0.018867305 0.007762113 -0.046350132 6.9055 0.497305173 6.99684501117392 0.0089791741292724
-0.142 7.81 -0.000824775 -0.004824233 -0.026384821 0.009376886 0.004534848 6.9055 0.6077011215 6.95347839006835 -0.004754891741701 -0.064 8.04 0.004095413 0.066761073 -0.018867305 0.007762113 -0.046350132 6.9055 0.497305173 6.99684501117392 0.0089791741292724 -0.156 8.45 0.002530994 0 0.002645338 0.007702327 -0.048166578 6.9055 0.655167433 7.19968568902858 -0.0016157025835448
-0.064 8.04 0.004095413 0.066761073 -0.018867305 0.007762113 -0.046350132 6.9055 0.497305173 6.99684501117392 0.0089791741292724 -0.156 8.45 0.002530994 0 0.002645338 0.007702327 -0.048166578 6.9055 0.655167433 7.19968568902858 -0.0016157025835448 0.133 8.96 0.007470883 -0.03227664 -0.017385122 0.007397801 -0.048540959 7.0927 1.31491625725 7.55417956656348 0.0017053873416799
-0.156 8.45 0.002530994 0 0.002645338 0.007702327 -0.048166578 6.9055 0.655167433 7.19968568902858 -0.0016157025835448 0.133 8.96 0.007470883 -0.03227664 -0.017385122 0.007397801 -0.048540959 7.0927 1.31491625725 7.55417956656348 0.0017053873416799 0.168 9.76 0.007686567 -0.060332666 0.022529747 0.000559706 -0.008940752 7.0927 1.89332486 7.54674184245487 0.0036105969847208
0.133 8.96 0.007470883 -0.03227664 -0.017385122 0.007397801 -0.048540959 7.0927 1.31491625725 7.55417956656348 0.0017053873416799 0.168 9.76 0.007686567 -0.060332666 0.022529747 0.000559706 -0.008940752 7.0927 1.89332486 7.54674184245487 0.0036105969847208 -0.042 10.03 0.004974885 0.014673778 0.005118293 0.000541352 -0.008720013 7.0927 1.8897319678 7.52636161362097 0.0060283186019649
0.168 9.76 0.007686567 -0.060332666 0.022529747 0.000559706 -0.008940752 7.0927 1.89332486 7.54674184245487 0.0036105969847208 -0.042 10.03 0.004974885 0.014673778 0.005118293 0.000541352 -0.008720013 7.0927 1.8897319678 7.52636161362097 0.0060283186019649 0 10.07 -0.005431898 0.036772604 -0.001245951 0.00055909 -0.00907914 7.3262 1.34462502925 7.70340450086555 -0.0036185713517098
-0.042 10.03 0.004974885 0.014673778 0.005118293 0.000541352 -0.008720013 7.0927 1.8897319678 7.52636161362097 0.0060283186019649 0 10.07 -0.005431898 0.036772604 -0.001245951 0.00055909 -0.00907914 7.3262 1.34462502925 7.70340450086555 -0.0036185713517098 -0.152 10.06 0.004780547 -0.014954305 0.010418053 -0.000310338 0.007781874 7.3262 0.7812962075 7.77625323079869 0.004861285361982
0 10.07 -0.005431898 0.036772604 -0.001245951 0.00055909 -0.00907914 7.3262 1.34462502925 7.70340450086555 -0.0036185713517098 -0.152 10.06 0.004780547 -0.014954305 0.010418053 -0.000310338 0.007781874 7.3262 0.7812962075 7.77625323079869 0.004861285361982 0.133 10.09 0.003260209 0.018858019 0.00295676 -0.000280388 0.006969637 7.3262 0.3695150108 7.91959926447277 0.000975335903176777
-0.152 10.06 0.004780547 -0.014954305 0.010418053 -0.000310338 0.007781874 7.3262 0.7812962075 7.77625323079869 0.004861285361982 0.133 10.09 0.003260209 0.018858019 0.00295676 -0.000280388 0.006969637 7.3262 0.3695150108 7.91959926447277 0.000975335903176777 -0.064 10.01 -0.012087455 0.019783039 0.01028035 -0.000310521 0.00765762 7.9278 0.25102397575 8.22504011830969 -0.0056583522567539
0.133 10.09 0.003260209 0.018858019 0.00295676 -0.000280388 0.006969637 7.3262 0.3695150108 7.91959926447277 0.000975335903176777 -0.064 10.01 -0.012087455 0.019783039 0.01028035 -0.000310521 0.00765762 7.9278 0.25102397575 8.22504011830969 -0.0056583522567539 0.105 10.24 0.009027707 -0.023486191 0.009693521 -0.00556725 -0.114772295 7.9278 0.373233376 8.56973256685827 0.0028183657311737
-0.064 10.01 -0.012087455 0.019783039 0.01028035 -0.000310521 0.00765762 7.9278 0.25102397575 8.22504011830969 -0.0056583522567539 0.105 10.24 0.009027707 -0.023486191 0.009693521 -0.00556725 -0.114772295 7.9278 0.373233376 8.56973256685827 0.0028183657311737 0 10.29 0.000210055 0.019560769 0.003971363 -0.005785573 -0.133310825 7.9278 0.6793183528 8.75624670205171 0.002574080152601
0.105 10.24 0.009027707 -0.023486191 0.009693521 -0.00556725 -0.114772295 7.9278 0.373233376 8.56973256685827 0.0028183657311737 0 10.29 0.000210055 0.019560769 0.003971363 -0.005785573 -0.133310825 7.9278 0.6793183528 8.75624670205171 0.002574080152601 0.761 10.47 -0.00167396 0.009784814 -0.017446529 -0.005630994 -0.148118659 8.0251 1.038181145 8.98959651776618 -0.000975595412260333
0 10.29 0.000210055 0.019560769 0.003971363 -0.005785573 -0.133310825 7.9278 0.6793183528 8.75624670205171 0.002574080152601 0.761 10.47 -0.00167396 0.009784814 -0.017446529 -0.005630994 -0.148118659 8.0251 1.038181145 8.98959651776618 -0.000975595412260333 0.322 10.94 -0.006609363 0.044748065 0.009124706 -0.005995181 -0.132148001 8.0251 1.461597448 9.26989587492706 0.0107673433758388
0.761 10.47 -0.00167396 0.009784814 -0.017446529 -0.005630994 -0.148118659 8.0251 1.038181145 8.98959651776618 -0.000975595412260333 0.322 10.94 -0.006609363 0.044748065 0.009124706 -0.005995181 -0.132148001 8.0251 1.461597448 9.26989587492706 0.0107673433758388 -0.224 11.43 -0.00016905 0.011111225 0 -0.00603134 -0.152014048 8.0251 1.99306358925 9.61150815466376 0.0024549213018811
0.322 10.94 -0.006609363 0.044748065 0.009124706 -0.005995181 -0.132148001 8.0251 1.461597448 9.26989587492706 0.0107673433758388 -0.224 11.43 -0.00016905 0.011111225 0 -0.00603134 -0.152014048 8.0251 1.99306358925 9.61150815466376 0.0024549213018811 0 13.77 0.007235752 -0.038484336 0.011679141 -0.005871622 -0.173195182 8.1871 2.3967709525 9.63245765536467 -0.0034210059533332
-0.224 11.43 -0.00016905 0.011111225 0 -0.00603134 -0.152014048 8.0251 1.99306358925 9.61150815466376 0.0024549213018811 0 13.77 0.007235752 -0.038484336 0.011679141 -0.005871622 -0.173195182 8.1871 2.3967709525 9.63245765536467 -0.0034210059533332 0.045 13.18 -0.001550395 -0.007684956 0.020379852 -0.002307108 -0.160836902 8.1871 2.4264353826 9.77101536607412 0.002544940017148
0 13.77 0.007235752 -0.038484336 0.011679141 -0.005871622 -0.173195182 8.1871 2.3967709525 9.63245765536467 -0.0034210059533332 0.045 13.18 -0.001550395 -0.007684956 0.020379852 -0.002307108 -0.160836902 8.1871 2.4264353826 9.77101536607412 0.002544940017148 0 13.78 0.000670267 0.038775543 -0.012748048 -0.002237765 -0.185094707 8.1871 2.03049440175 10.1784375468586 -0.0029843781293625
0.045 13.18 -0.001550395 -0.007684956 0.020379852 -0.002307108 -0.160836902 8.1871 2.4264353826 9.77101536607412 0.002544940017148 0 13.78 0.000670267 0.038775543 -0.012748048 -0.002237765 -0.185094707 8.1871 2.03049440175 10.1784375468586 -0.0029843781293625 -0.011 13.82 0.005394036 0.028351236 -0.003689382 -0.00231763 -0.234219675 8.6957 1.76729327675 10.4979611274816 0.0079967738779305
0 13.78 0.000670267 0.038775543 -0.012748048 -0.002237765 -0.185094707 8.1871 2.03049440175 10.1784375468586 -0.0029843781293625 -0.011 13.82 0.005394036 0.028351236 -0.003689382 -0.00231763 -0.234219675 8.6957 1.76729327675 10.4979611274816 0.0079967738779305 0.197 14.13 0.000270764 0.038908533 0.009611465 -0.029393617 -1.089706787 8.6957 2.2167128958 11.10255802937 -0.0083777765055961
-0.011 13.82 0.005394036 0.028351236 -0.003689382 -0.00231763 -0.234219675 8.6957 1.76729327675 10.4979611274816 0.0079967738779305 0.197 14.13 0.000270764 0.038908533 0.009611465 -0.029393617 -1.089706787 8.6957 2.2167128958 11.10255802937 -0.0083777765055961 1.422 17.19 -0.004078811 -0.096438309 0.030585558 -0.028302119 11.52022915 8.6957 3.35587117825 11.5951821386604 -0.0081825327769129
0.197 14.13 0.000270764 0.038908533 0.009611465 -0.029393617 -1.089706787 8.6957 2.2167128958 11.10255802937 -0.0083777765055961 1.422 17.19 -0.004078811 -0.096438309 0.030585558 -0.028302119 11.52022915 8.6957 3.35587117825 11.5951821386604 -0.0081825327769129 -3.221 17.61 -0.020063043 -0.01637013 0.00468492 -0.031166863 0.997229863 8.8416 3.939582425 11.01904346562 -0.0128197350643275
1.422 17.19 -0.004078811 -0.096438309 0.030585558 -0.028302119 11.52022915 8.6957 3.35587117825 11.5951821386604 -0.0081825327769129 -3.221 17.61 -0.020063043 -0.01637013 0.00468492 -0.031166863 0.997229863 8.8416 3.939582425 11.01904346562 -0.0128197350643275 -0.764 10.98 -0.02490851 0.044620596 -0.038345583 -0.021998741 0.341475316 8.8416 3.2605981042 10.7363816868579 -0.0048914527285224
-3.221 17.61 -0.020063043 -0.01637013 0.00468492 -0.031166863 0.997229863 8.8416 3.939582425 11.01904346562 -0.0128197350643275 -0.764 10.98 -0.02490851 0.044620596 -0.038345583 -0.021998741 0.341475316 8.8416 3.2605981042 10.7363816868579 -0.0048914527285224 0 9.47 -0.013006439 0.06209822 -0.017807462 -0.023252162 0.263246871 8.8416 1.92907777375 10.5228608938867 0.0046818813013227
-0.764 10.98 -0.02490851 0.044620596 -0.038345583 -0.021998741 0.341475316 8.8416 3.2605981042 10.7363816868579 -0.0048914527285224 0 9.47 -0.013006439 0.06209822 -0.017807462 -0.023252162 0.263246871 8.8416 1.92907777375 10.5228608938867 0.0046818813013227 0.403 9.03 -0.007058821 0.044375881 -0.008476679 -0.023028884 0.201827728 8.934 1.01929969775 10.5395836283813 0.0085566164623824
0 9.47 -0.013006439 0.06209822 -0.017807462 -0.023252162 0.263246871 8.8416 1.92907777375 10.5228608938867 0.0046818813013227 0.403 9.03 -0.007058821 0.044375881 -0.008476679 -0.023028884 0.201827728 8.934 1.01929969775 10.5395836283813 0.0085566164623824 -0.198 9.61 0.003130645 0.03041747 0.010404159 0.030922611 -0.143570199 8.934 0.7984091044 10.6141953619114 0.001186767681196
0.403 9.03 -0.007058821 0.044375881 -0.008476679 -0.023028884 0.201827728 8.934 1.01929969775 10.5395836283813 0.0085566164623824 -0.198 9.61 0.003130645 0.03041747 0.010404159 0.030922611 -0.143570199 8.934 0.7984091044 10.6141953619114 0.001186767681196 0.771 10.87 0.016365779 0.024001152 -0.013937086 0.029995015 -0.165557305 8.934 1.07790048575 10.6606481094486 0.00020753961857567
-0.198 9.61 0.003130645 0.03041747 0.010404159 0.030922611 -0.143570199 8.934 0.7984091044 10.6141953619114 0.001186767681196 0.771 10.87 0.016365779 0.024001152 -0.013937086 0.029995015 -0.165557305 8.934 1.07790048575 10.6606481094486 0.00020753961857567 1.218 12.81 0.012631544 0.028829422 0.002681294 0.028195169 -0.189673775 9.3725 1.6281111226 10.6434138521917 0.0124034881766181
0.771 10.87 0.016365779 0.024001152 -0.013937086 0.029995015 -0.165557305 8.934 1.07790048575 10.6606481094486 0.00020753961857567 1.218 12.81 0.012631544 0.028829422 0.002681294 0.028195169 -0.189673775 9.3725 1.6281111226 10.6434138521917 0.0124034881766181 1.871 15.85 0.016603508 0.041374837 0.01952575 0.030711202 -0.096920015 9.3725 2.5311775535 10.7759448851316 -0.0027854762846004
1.218 12.81 0.012631544 0.028829422 0.002681294 0.028195169 -0.189673775 9.3725 1.6281111226 10.6434138521917 0.0124034881766181 1.871 15.85 0.016603508 0.041374837 0.01952575 0.030711202 -0.096920015 9.3725 2.5311775535 10.7759448851316 -0.0027854762846004 -0.634 18.9 0.006634667 -0.016345089 0.010685131 0.028848626 -0.10252762 9.3725 3.20828124325 10.5664280464901 0.0070512456235296
1.871 15.85 0.016603508 0.041374837 0.01952575 0.030711202 -0.096920015 9.3725 2.5311775535 10.7759448851316 -0.0027854762846004 -0.634 18.9 0.006634667 -0.016345089 0.010685131 0.028848626 -0.10252762 9.3725 3.20828124325 10.5664280464901 0.0070512456235296 0 19.08 -0.00643089 -0.00375235 -0.015710868 0.028960914 -0.116544242 9.0619 3.0173490972 10.4703156987394 0.000262363900232376
-0.634 18.9 0.006634667 -0.016345089 0.010685131 0.028848626 -0.10252762 9.3725 3.20828124325 10.5664280464901 0.0070512456235296 0 19.08 -0.00643089 -0.00375235 -0.015710868 0.028960914 -0.116544242 9.0619 3.0173490972 10.4703156987394 0.000262363900232376 -0.783 15.93 -0.004270343 -0.035198737 0.028034245 -0.014378719 0.027868629 9.0619 2.2175092695 10.392794329265 -0.002509851018396
0 19.08 -0.00643089 -0.00375235 -0.015710868 0.028960914 -0.116544242 9.0619 3.0173490972 10.4703156987394 0.000262363900232376 -0.783 15.93 -0.004270343 -0.035198737 0.028034245 -0.014378719 0.027868629 9.0619 2.2175092695 10.392794329265 -0.002509851018396 0.307 14.7 0.005075246 0.036701367 0.001981006 -0.01316736 0.024608738 9.0619 1.7292380015 9.81388369705425 0.0029178358703325
-0.783 15.93 -0.004270343 -0.035198737 0.028034245 -0.014378719 0.027868629 9.0619 2.2175092695 10.392794329265 -0.002509851018396 0.307 14.7 0.005075246 0.036701367 0.001981006 -0.01316736 0.024608738 9.0619 1.7292380015 9.81388369705425 0.0029178358703325 0 15.72 -0.004406495 0.00896867 0.012839226 -0.014783285 0.026721165 8.6787 1.7840769075 9.72109467068218 -0.0035901441051242
0.307 14.7 0.005075246 0.036701367 0.001981006 -0.01316736 0.024608738 9.0619 1.7292380015 9.81388369705425 0.0029178358703325 0 15.72 -0.004406495 0.00896867 0.012839226 -0.014783285 0.026721165 8.6787 1.7840769075 9.72109467068218 -0.0035901441051242 1.515 18.52 0.005715282 -0.020293819 0.027097628 0.018410661 -0.063081272 8.6787 2.3634431814 9.36281898030249 0.000467740529474181
0 15.72 -0.004406495 0.00896867 0.012839226 -0.014783285 0.026721165 8.6787 1.7840769075 9.72109467068218 -0.0035901441051242 1.515 18.52 0.005715282 -0.020293819 0.027097628 0.018410661 -0.063081272 8.6787 2.3634431814 9.36281898030249 0.000467740529474181 0 19.1 0.005081934 0.004545462 0.017738824 0.018674828 -0.069018689 8.6787 3.090065999 9.1103938024532 0.0067577665346933
1.515 18.52 0.005715282 -0.020293819 0.027097628 0.018410661 -0.063081272 8.6787 2.3634431814 9.36281898030249 0.000467740529474181 0 19.1 0.005081934 0.004545462 0.017738824 0.018674828 -0.069018689 8.6787 3.090065999 9.1103938024532 0.0067577665346933 -0.611 19.04 0.006533741 -0.024484773 0.026138899 0.017746309 -0.071174864 7.8029 3.4797196186 8.92225695690052 -0.0020632644664608
0 19.1 0.005081934 0.004545462 0.017738824 0.018674828 -0.069018689 8.6787 3.090065999 9.1103938024532 0.0067577665346933 -0.611 19.04 0.006533741 -0.024484773 0.026138899 0.017746309 -0.071174864 7.8029 3.4797196186 8.92225695690052 -0.0020632644664608 -0.041 17.82 -0.001247224 0.003865486 0.01729945 -0.011936825 -0.15273657 7.8029 3.35628813075 8.69863535869482 0.0063216101490377
-0.611 19.04 0.006533741 -0.024484773 0.026138899 0.017746309 -0.071174864 7.8029 3.4797196186 8.92225695690052 -0.0020632644664608 -0.041 17.82 -0.001247224 0.003865486 0.01729945 -0.011936825 -0.15273657 7.8029 3.35628813075 8.69863535869482 0.0063216101490377 0 15.87 -0.004827568 -0.091229013 -0.020301489 -0.012081036 -0.181603968 7.8029 3.06799585225 8.35452599773385 -0.0065834549929175
-0.041 17.82 -0.001247224 0.003865486 0.01729945 -0.011936825 -0.15273657 7.8029 3.35628813075 8.69863535869482 0.0063216101490377 0 15.87 -0.004827568 -0.091229013 -0.020301489 -0.012081036 -0.181603968 7.8029 3.06799585225 8.35452599773385 -0.0065834549929175 -0.574 15.08 -0.007917138 0.012599915 -0.011773101 -0.011831954 -0.216312678 7.5188 2.8080528516 7.98091574451079 -0.0053683571668878
0 15.87 -0.004827568 -0.091229013 -0.020301489 -0.012081036 -0.181603968 7.8029 3.06799585225 8.35452599773385 -0.0065834549929175 -0.574 15.08 -0.007917138 0.012599915 -0.011773101 -0.011831954 -0.216312678 7.5188 2.8080528516 7.98091574451079 -0.0053683571668878 -0.356 13.31 -0.011691083 0.025547331 -0.018310911 -0.032391839 -0.196402518 7.5188 2.505407668 7.68354022646744 -0.0019033402035981
-0.574 15.08 -0.007917138 0.012599915 -0.011773101 -0.011831954 -0.216312678 7.5188 2.8080528516 7.98091574451079 -0.0053683571668878 -0.356 13.31 -0.011691083 0.025547331 -0.018310911 -0.032391839 -0.196402518 7.5188 2.505407668 7.68354022646744 -0.0019033402035981 0.1 12.37 -0.010690428 0.007296344 -0.002548337 -0.032378739 -0.238981929 7.5188 2.17604764875 7.31887447379433 0.0061362434308955
