"X01" "X02" "X03" "X04" "X05" "X06" "X07" "X08" "X09" "X10" "X11" "X12" "X13" "X14" "X15" "X16" "X17" "X18" "X19" "X20" "X21" "X22" "X23" "X24" "X25" "X26" "X27" "X28" "X29" "X30" "X31" "X32" "X33"
0.064 7.09 0.000487766 -0.01588736 -0.03078745 0.012984904 -0.093616058 3.7609 1.18037426 3.9568345323741 0.0012977221539585 -0.063 7.12 -0.001472972 -0.018860011 0.00020842 0.014182166 -0.113544112 3.7723 1.2309105615 4.56994328922495 -0.0039334180095251 0.317 7.84 0.006791599 -0.028507678 -0.010579892 -0.012025742 -0.052050131 3.7723 1.13646081975 4.85217145282217 0.0021091121429197
-0.063 7.12 -0.001472972 -0.018860011 0.00020842 0.014182166 -0.113544112 3.7723 1.2309105615 4.56994328922495 -0.0039334180095251 0.317 7.84 0.006791599 -0.028507678 -0.010579892 -0.012025742 -0.052050131 3.7723 1.13646081975 4.85217145282217 0.0021091121429197 0.409 8.49 0.001347469 -0.022642477 -0.015494314 -0.012580423 -0.056939077 3.7723 1.1777352216 5.29215123122557 -0.0024962656893303
0.317 7.84 0.006791599 -0.028507678 -0.010579892 -0.012025742 -0.052050131 3.7723 1.13646081975 4.85217145282217 0.0021091121429197 0.409 8.49 0.001347469 -0.022642477 -0.015494314 -0.012580423 -0.056939077 3.7723 1.1777352216 5.29215123122557 -0.0024962656893303 0.115 10.4 0.003551188 0.009496748 -0.02315369 -0.012327174 -0.058636282 4.0999 1.53899483075 5.29673938540933 0.007924305141326
0.409 8.49 0.001347469 -0.022642477 -0.015494314 -0.012580423 -0.056939077 3.7723 1.1777352216 5.29215123122557 -0.0024962656893303 0.115 10.4 0.003551188 0.009496748 -0.02315369 -0.012327174 -0.058636282 4.0999 1.53899483075 5.29673938540933 0.007924305141326 0.318 10.5 -0.001367078 -0.019084549 0.020047266 0.011930859 -0.073987134 4.0999 2.0909165278 6.20292838097021 -0.0124757816411498
0.115 10.4 0.003551188 0.009496748 -0.02315369 -0.012327174 -0.058636282 4.0999 1.53899483075 5.29673938540933 0.007924305141326 0.318 10.5 -0.001367078 -0.019084549 0.020047266 0.011930859 -0.073987134 4.0999 2.0909165278 6.20292838097021 -0.0124757816411498 -0.571 10.78 0.007961236 0.017192401 -0.009702534 0.01179019 -0.079390741 4.0999 2.39428583975 6.14725469193871 0.0145690734078649
0.318 10.5 -0.001367078 -0.019084549 0.020047266 0.011930859 -0.073987134 4.0999 2.0909165278 6.20292838097021 -0.0124757816411498 -0.571 10.78 0.007961236 0.017192401 -0.009702534 0.01179019 -0.079390741 4.0999 2.39428583975 6.14725469193871 0.0145690734078649 -0.848 10.01 0.008424155 0.039002158 -0.006630099 0.011279015 -0.082935017 5.3651 2.29338790275 6.62883193003676 -0.0068894640302081
-0.571 10.78 0.007961236 0.017192401 -0.009702534 0.01179019 -0.079390741 4.0999 2.39428583975 6.14725469193871 0.0145690734078649 -0.848 10.01 0.008424155 0.039002158 -0.006630099 0.011279015 -0.082935017 5.3651 2.29338790275 6.62883193003676 -0.0068894640302081 -0.095 10.03 0.004533083 -0.073687716 0.022109286 -0.01943021 -0.11872515 5.3651 2.120523616 7.18426789109967 0.0017881252244418
-0.848 10.01 0.008424155 0.039002158 -0.006630099 0.011279015 -0.082935017 5.3651 2.29338790275 6.62883193003676 -0.0068894640302081 -0.095 10.03 0.004533083 -0.073687716 0.022109286 -0.01943021 -0.11872515 5.3651 2.120523616 7.18426789109967 0.0017881252244418 -0.165 9.95 -0.002876767 -0.073414397 0.003088559 -0.019169869 -0.131121398 5.3651 1.9170167615 7.72075820619511 -0.0085133842831242
-0.095 10.03 0.004533083 -0.073687716 0.022109286 -0.01943021 -0.11872515 5.3651 2.120523616 7.18426789109967 0.0017881252244418 -0.165 9.95 -0.002876767 -0.073414397 0.003088559 -0.019169869 -0.131121398 5.3651 1.9170167615 7.72075820619511 -0.0085133842831242 -0.206 9.65 -0.006611096 0.013934952 0.013729226 -0.020202656 -0.156835653 5.6522 1.3159205865 8.42590458631021 -0.00056543097947781
-0.165 9.95 -0.002876767 -0.073414397 0.003088559 -0.019169869 -0.131121398 5.3651 1.9170167615 7.72075820619511 -0.0085133842831242 -0.206 9.65 -0.006611096 0.013934952 0.013729226 -0.020202656 -0.156835653 5.6522 1.3159205865 8.42590458631021 -0.00056543097947781 0.201 8.97 -0.00317247 -0.028066835 -0.030565182 -0.001375561 0.033382764 5.6522 0.6410544095 9.11550277408408 -0.0057786210610895
-0.206 9.65 -0.006611096 0.013934952 0.013729226 -0.020202656 -0.156835653 5.6522 1.3159205865 8.42590458631021 -0.00056543097947781 0.201 8.97 -0.00317247 -0.028066835 -0.030565182 -0.001375561 0.033382764 5.6522 0.6410544095 9.11550277408408 -0.0057786210610895 0.733 9.35 3.96e-05 0.04181027 -0.016794288 -0.00124407 0.029132732 5.6522 0.5735182622 9.60207612456749 0.0015631664402251
0.201 8.97 -0.00317247 -0.028066835 -0.030565182 -0.001375561 0.033382764 5.6522 0.6410544095 9.11550277408408 -0.0057786210610895 0.733 9.35 3.96e-05 0.04181027 -0.016794288 -0.00124407 0.029132732 5.6522 0.5735182622 9.60207612456749 0.0015631664402251 0.387 10.51 -0.002919974 -0.052460685 -0.020442885 -0.001379171 0.031292325 5.6126 1.43969797225 9.56297735797893 0.0033313281685627
0.733 9.35 3.96e-05 0.04181027 -0.016794288 -0.00124407 0.029132732 5.6522 0.5735182622 9.60207612456749 0.0015631664402251 0.387 10.51 -0.002919974 -0.052460685 -0.020442885 -0.001379171 0.031292325 5.6126 1.43969797225 9.56297735797893 0.0033313281685627 0.392 11.31 0.007892451 -0.030639854 -0.002472467 -0.017234146 0.123712011 5.6126 2.9457329152 10.1007375427235 0.0028970166878696
0.387 10.51 -0.002919974 -0.052460685 -0.020442885 -0.001379171 0.031292325 5.6126 1.43969797225 9.56297735797893 0.0033313281685627 0.392 11.31 0.007892451 -0.030639854 -0.002472467 -0.017234146 0.123712011 5.6126 2.9457329152 10.1007375427235 0.0028970166878696 0.28 11.93 -0.001765063 0.001337346 0.01130082 -0.018126254 0.114487464 5.6126 4.44083210225 10.4055806466038 -0.0023664470204702
0.392 11.31 0.007892451 -0.030639854 -0.002472467 -0.017234146 0.123712011 5.6126 2.9457329152 10.1007375427235 0.0028970166878696 0.28 11.93 -0.001765063 0.001337346 0.01130082 -0.018126254 0.114487464 5.6126 4.44083210225 10.4055806466038 -0.0023664470204702 -0.091 12.92 0.002152259 -0.124109386 0.003775685 -0.017860027 0.100048739 6.647 5.12245174575 10.8180360007129 0.003283263615597
0.28 11.93 -0.001765063 0.001337346 0.01130082 -0.018126254 0.114487464 5.6126 4.44083210225 10.4055806466038 -0.0023664470204702 -0.091 12.92 0.002152259 -0.124109386 0.003775685 -0.017860027 0.100048739 6.647 5.12245174575 10.8180360007129 0.003283263615597 -0.022 12.01 -0.010675276 -0.042236225 0.016053121 0.002043171 -0.090501745 6.647 4.8782331608 10.6990265603665 0.0074443773812684
-0.091 12.92 0.002152259 -0.124109386 0.003775685 -0.017860027 0.100048739 6.647 5.12245174575 10.8180360007129 0.003283263615597 -0.022 12.01 -0.010675276 -0.042236225 0.016053121 0.002043171 -0.090501745 6.647 4.8782331608 10.6990265603665 0.0074443773812684 -0.43 11.34 -2.21e-06 -0.109857143 0.002070281 0.002039005 -0.099768478 6.647 4.216924714 11.4070109244066 -0.0100559899473484
-0.022 12.01 -0.010675276 -0.042236225 0.016053121 0.002043171 -0.090501745 6.647 4.8782331608 10.6990265603665 0.0074443773812684 -0.43 11.34 -2.21e-06 -0.109857143 0.002070281 0.002039005 -0.099768478 6.647 4.216924714 11.4070109244066 -0.0100559899473484 -0.284 10.06 -0.00272718 0.019192215 -0.007648639 0.00196928 -0.107527622 7.6814 3.53277664475 11.5740336794346 -0.0027601843490923
-0.43 11.34 -2.21e-06 -0.109857143 0.002070281 0.002039005 -0.099768478 6.647 4.216924714 11.4070109244066 -0.0100559899473484 -0.284 10.06 -0.00272718 0.019192215 -0.007648639 0.00196928 -0.107527622 7.6814 3.53277664475 11.5740336794346 -0.0027601843490923 0.336 9.45 -0.033482541 0.032585402 -0.008260414 -0.055805248 -0.402235826 7.6814 2.895046639 11.4971873647772 -0.0106518525529848
-0.284 10.06 -0.00272718 0.019192215 -0.007648639 0.00196928 -0.107527622 7.6814 3.53277664475 11.5740336794346 -0.0027601843490923 0.336 9.45 -0.033482541 0.032585402 -0.008260414 -0.055805248 -0.402235826 7.6814 2.895046639 11.4971873647772 -0.0106518525529848 -0.229 8.53 -0.036756701 -0.067311622 0.003202123 -0.057142354 -0.656494226 7.6814 2.55452087825 11.4635193133047 -0.0019359007981898
0.336 9.45 -0.033482541 0.032585402 -0.008260414 -0.055805248 -0.402235826 7.6814 2.895046639 11.4971873647772 -0.0106518525529848 -0.229 8.53 -0.036756701 -0.067311622 0.003202123 -0.057142354 -0.656494226 7.6814 2.55452087825 11.4635193133047 -0.0019359007981898 -0.354 7.13 -0.014025462 0.078676956 -0.012982152 -0.06269142 -1.991005013 7.2412 2.0376599144 11.0912723717213 0.0081128373352248
-0.229 8.53 -0.036756701 -0.067311622 0.003202123 -0.057142354 -0.656494226 7.6814 2.55452087825 11.4635193133047 -0.0019359007981898 -0.354 7.13 -0.014025462 0.078676956 -0.012982152 -0.06269142 -1.991005013 7.2412 2.0376599144 11.0912723717213 0.0081128373352248 0.243 6.24 -0.023203101 0.098862048 -0.011118089 -0.010307498 0.868402339 7.2412 1.33704842225 10.4088750682859 0.0086829174161549
-0.354 7.13 -0.014025462 0.078676956 -0.012982152 -0.06269142 -1.991005013 7.2412 2.0376599144 11.0912723717213 0.0081128373352248 0.243 6.24 -0.023203101 0.098862048 -0.011118089 -0.010307498 0.868402339 7.2412 1.33704842225 10.4088750682859 0.0086829174161549 -0.499 5.54 -0.011236115 0.044918461 -0.008961548 -0.009402208 0.417846615 7.2412 0.832839941 9.51273210650936 -0.0021194681006297
0.243 6.24 -0.023203101 0.098862048 -0.011118089 -0.010307498 0.868402339 7.2412 1.33704842225 10.4088750682859 0.0086829174161549 -0.499 5.54 -0.011236115 0.044918461 -0.008961548 -0.009402208 0.417846615 7.2412 0.832839941 9.51273210650936 -0.0021194681006297 -0.637 5.49 0.002331059 0.011157386 0.004093706 -0.010513754 0.324762773 5.5917 0.43244356425 9.11190859217095 0.0011309419830625
-0.499 5.54 -0.011236115 0.044918461 -0.008961548 -0.009402208 0.417846615 7.2412 0.832839941 9.51273210650936 -0.0021194681006297 -0.637 5.49 0.002331059 0.011157386 0.004093706 -0.010513754 0.324762773 5.5917 0.43244356425 9.11190859217095 0.0011309419830625 0.136 5.22 -0.003292488 0.061568463 -0.004549598 0.025236904 -0.440988953 5.5917 0.0497569188 8.47969937096642 0.0197950088052709
-0.637 5.49 0.002331059 0.011157386 0.004093706 -0.010513754 0.324762773 5.5917 0.43244356425 9.11190859217095 0.0011309419830625 0.136 5.22 -0.003292488 0.061568463 -0.004549598 0.025236904 -0.440988953 5.5917 0.0497569188 8.47969937096642 0.0197950088052709 0.17 5.55 0.006273798 0.025206814 0.000911577 0.025425826 -0.805920177 5.5917 -0.15228976525 8.2381530984204 0.0014188080933577
0.136 5.22 -0.003292488 0.061568463 -0.004549598 0.025236904 -0.440988953 5.5917 0.0497569188 8.47969937096642 0.0197950088052709 0.17 5.55 0.006273798 0.025206814 0.000911577 0.025425826 -0.805920177 5.5917 -0.15228976525 8.2381530984204 0.0014188080933577 0.07 6.1 0.010427798 0.000973552 0.025192515 0.024005023 -3.973224714 5.9454 -0.165372576 8.36683821164361 0.0040377602180785
0.17 5.55 0.006273798 0.025206814 0.000911577 0.025425826 -0.805920177 5.5917 -0.15228976525 8.2381530984204 0.0014188080933577 0.07 6.1 0.010427798 0.000973552 0.025192515 0.024005023 -3.973224714 5.9454 -0.165372576 8.36683821164361 0.0040377602180785 -0.136 6.14 0.009789905 -0.076131026 0.01247188 0.009361193 -0.032412645 5.9454 -0.1135089196 7.71128441827151 0.002579758933519
0.07 6.1 0.010427798 0.000973552 0.025192515 0.024005023 -3.973224714 5.9454 -0.165372576 8.36683821164361 0.0040377602180785 -0.136 6.14 0.009789905 -0.076131026 0.01247188 0.009361193 -0.032412645 5.9454 -0.1135089196 7.71128441827151 0.002579758933519 -0.114 6.24 0.012827414 -0.012208157 0.000109679 0.009274374 -0.033197047 5.9454 0.00597205625 7.13188674044027 0.002538856134389
-0.136 6.14 0.009789905 -0.076131026 0.01247188 0.009361193 -0.032412645 5.9454 -0.1135089196 7.71128441827151 0.002579758933519 -0.114 6.24 0.012827414 -0.012208157 0.000109679 0.009274374 -0.033197047 5.9454 0.00597205625 7.13188674044027 0.002538856134389 -0.2 5.82 0.004388584 0.045031852 -0.003185591 0.008894039 -0.032936436 6.2087 0.125221225 6.98729227761485 -6.85330500904691e-05
-0.114 6.24 0.012827414 -0.012208157 0.000109679 0.009274374 -0.033197047 5.9454 0.00597205625 7.13188674044027 0.002538856134389 -0.2 5.82 0.004388584 0.045031852 -0.003185591 0.008894039 -0.032936436 6.2087 0.125221225 6.98729227761485 -6.85330500904691e-05 -0.281 5.22 0.001343161 0.016793946 0.002088257 0.031995051 1.145633171 6.2087 0.104898098 6.87313230100517 0.0075446291133216
-0.2 5.82 0.004388584 0.045031852 -0.003185591 0.008894039 -0.032936436 6.2087 0.125221225 6.98729227761485 -6.85330500904691e-05 -0.281 5.22 0.001343161 0.016793946 0.002088257 0.031995051 1.145633171 6.2087 0.104898098 6.87313230100517 0.0075446291133216 0.28 5.2 0.013561886 -0.015327256 0.006566012 0.030017786 0.509119835 6.2087 -0.08739476425 6.61892110430866 0.0095114701527347
-0.281 5.22 0.001343161 0.016793946 0.002088257 0.031995051 1.145633171 6.2087 0.104898098 6.87313230100517 0.0075446291133216 0.28 5.2 0.013561886 -0.015327256 0.006566012 0.030017786 0.509119835 6.2087 -0.08739476425 6.61892110430866 0.0095114701527347 -0.091 4.87 0.013103721 0.088006748 -0.01185004 0.030099871 0.343522426 6.1832 -0.4049639486 6.36384509413745 0.0098555992005171
0.28 5.2 0.013561886 -0.015327256 0.006566012 0.030017786 0.509119835 6.2087 -0.08739476425 6.61892110430866 0.0095114701527347 -0.091 4.87 0.013103721 0.088006748 -0.01185004 0.030099871 0.343522426 6.1832 -0.4049639486 6.36384509413745 0.0098555992005171 -0.469 4.77 0.009758929 0.037885621 -0.008980603 0.013392772 0.135168332 6.1832 -0.6448572025 5.92601050468142 -0.000834292818411075
-0.091 4.87 0.013103721 0.088006748 -0.01185004 0.030099871 0.343522426 6.1832 -0.4049639486 6.36384509413745 0.0098555992005171 -0.469 4.77 0.009758929 0.037885621 -0.008980603 0.013392772 0.135168332 6.1832 -0.6448572025 5.92601050468142 -0.000834292818411075 -0.239 4.84 0.002160119 0.004957868 0.00111309 0.012368394 0.110855195 6.1832 -0.736406254 5.72772446231462 0.0049621282401779
-0.469 4.77 0.009758929 0.037885621 -0.008980603 0.013392772 0.135168332 6.1832 -0.6448572025 5.92601050468142 -0.000834292818411075 -0.239 4.84 0.002160119 0.004957868 0.00111309 0.012368394 0.110855195 6.1832 -0.736406254 5.72772446231462 0.0049621282401779 0.139 4.82 0.004949036 0.007881814 -0.003566258 0.013054378 0.106162849 5.9002 -0.6922490302 5.61016180251019 0.0071169965576318
-0.239 4.84 0.002160119 0.004957868 0.00111309 0.012368394 0.110855195 6.1832 -0.736406254 5.72772446231462 0.0049621282401779 0.139 4.82 0.004949036 0.007881814 -0.003566258 0.013054378 0.106162849 5.9002 -0.6922490302 5.61016180251019 0.0071169965576318 -0.298 5.29 0.004241815 -0.006893183 0.002341791 0.001148093 0.042255093 5.9002 -0.5357047715 5.68943444536485 -0.007183439532973
0.139 4.82 0.004949036 0.007881814 -0.003566258 0.013054378 0.106162849 5.9002 -0.6922490302 5.61016180251019 0.0071169965576318 -0.298 5.29 0.004241815 -0.006893183 0.002341791 0.001148093 0.042255093 5.9002 -0.5357047715 5.68943444536485 -0.007183439532973 -0.038 5.48 0.001026373 0.005911347 0.004223636 0.00118498 0.041740224 5.9002 -0.46868439775 5.49318964226913 0.0113637586503152
