Algorithm,Adj_P,Adj_R,F1_Adj,Arrow_P,Arrow_R,F1_Arrow,SHD,Time(s),Edges
"tsFCI(α=0.05, τ=2)",0.29411764705882354,0.7142857142857143,0.4166666666666667,0.17857142857142858,0.625,0.2777777777777778,-99.0,1.1135120391845703,17
